SampleID,k__Archaea|p__Euryarchaeota,k__Bacteria|p__Acidobacteria,k__Bacteria|p__Actinobacteria,k__Bacteria|p__Bacteroidetes,k__Bacteria|p__Candidatus_Saccharibacteria,k__Bacteria|p__Chlorobi,k__Bacteria|p__Deinococcus_Thermus,k__Bacteria|p__Firmicutes,k__Bacteria|p__Fusobacteria,k__Bacteria|p__Planctomycetes,k__Bacteria|p__Proteobacteria,k__Bacteria|p__Spirochaetes,k__Bacteria|p__Synergistetes,k__Bacteria|p__Tenericutes,k__Bacteria|p__Verrucomicrobia,k__Eukaryota|p__Ascomycota
CON-045,0.0,0.0,2.78808,47.48244,0.0,0.0,0.0,47.45448999999999,0.004370000000000001,0.0,2.27062,0.0,0.0,0.0,0.0,0.0
CON-046,0.0,0.0,3.07914,89.47820999999999,0.0,0.0,0.0,6.29146,0.0,0.0,1.15119,0.0,0.0,0.0,0.0,0.0
CON-047,0.0,0.0,0.48769,62.244879999999995,0.0,0.0,0.0,36.01387,0.0,0.0,0.48532000000000003,0.0,0.0,0.0,0.76826,0.0
CON-048,0.0,0.0,0.29955,65.48804000000001,0.0,0.0,0.0,13.091700000000003,0.10253999999999999,0.0,21.01603,0.0,0.0,0.0,0.00212,0.0
CON-049,0.0,0.0,0.9524499999999999,52.440569999999994,0.00359,0.0,0.0,45.12825999999999,0.09927000000000001,0.0,1.3758400000000002,0.0,0.0,0.0,0.0,0.0
CON-050,0.0,0.0,0.47246,68.71629,0.0,0.0,0.0,28.66168,0.26523,0.0,1.88431,0.0,0.0,0.0,0.0,0.0
CON-051,0.0,0.0,1.2029500000000004,26.457709999999995,0.032869999999999996,0.0,0.0,66.66773,1.4044200000000002,0.0,4.2343,0.0,0.0,0.0,0.0,0.0
CON-052,0.0,0.0,1.35307,51.58479999999998,0.0,0.0,0.0072299999999999994,39.59447,0.32469000000000003,0.0,7.0754399999999995,0.0,0.0,0.0,0.060289999999999996,0.0
CON-053,0.0,0.0,1.23933,65.48720999999999,0.00415,0.0,0.0,31.792860000000005,0.0,0.0,1.2760799999999999,0.0,0.03441,0.0,0.16598,0.0
CON-054,0.0,0.0,0.09047,51.585679999999996,0.0034200000000000003,0.0,0.0,46.48753000000001,0.0,0.0,1.58976,0.0,0.0,0.0,0.2431,0.0
CON-055,0.0,0.0,2.3324499999999997,71.12822000000001,0.0,0.0,0.0,19.919719999999998,0.31472,0.0,6.30336,0.0,0.00155,0.0,0.0,0.0
CON-056,0.0,0.0,0.58436,50.21381000000001,0.007639999999999999,0.0,0.0,38.62477,0.0,0.0,10.380689999999998,0.0,0.0,0.0,0.18875,0.0
CON-057,0.0,0.0,1.5904099999999999,52.78751,0.0,0.0,0.0,43.347809999999996,0.0,0.0,2.27243,0.0,0.0018,0.0,0.0,0.0
CON-058,0.0,0.0,0.7500299999999999,63.532869999999996,0.0,0.0,0.0,28.66588,0.0524,0.0,1.3686099999999999,0.0,0.0,0.0,5.63016,0.0
CON-059,0.0,0.0,1.15912,34.66501999999999,0.0,0.0,0.0,63.38169999999999,0.0,0.0,0.79417,0.0,0.0,0.0,0.0,0.0
CON-060,0.0,0.0,28.774639999999998,5.15351,0.0022199999999999998,0.0,0.0,59.23176000000001,0.10332999999999999,0.0,6.7345299999999995,0.0,0.0,0.0,0.0,0.0
CON-061,0.0,0.0,0.20544,70.09208,0.0,0.0,0.0,27.71397,0.0,0.0,1.9884499999999998,0.0,0.0,0.0,0.0,0.0
CON-062,0.0,0.0,1.59102,74.23439,0.01261,0.0,0.0,21.504749999999998,0.0,0.0,2.6570099999999996,0.0,0.0,0.0,0.0002,0.0
CON-063,0.25484,0.0,0.9360799999999999,57.28042,0.0,0.0,0.0,39.32399,0.04862,0.0,2.15608,0.0,0.0,0.0,0.0,0.0
CON-064,0.0,0.0,1.10314,57.56213000000002,0.0,0.0,0.0,37.4537,0.00117,0.0,3.8798600000000003,0.0,0.0,0.0,0.0,0.0
CON-065,0.0,0.0,14.64875,23.15713,0.00817,0.0,0.0,60.87812000000001,0.0,0.0,1.3078599999999998,0.0,0.0,0.0,0.0,0.0
CON-066,0.0994,0.0,1.26119,40.68031,0.00788,0.0,0.0,56.18167999999999,0.0,0.0,1.75206,0.0,0.01609,0.0,0.00143,0.0
CON-067,0.0,0.0,18.797060000000002,31.365890000000004,0.03955,0.0,0.0,36.844629999999995,0.18932000000000002,0.0,12.76355,0.0,0.0,0.0,0.0,0.0
CON-068,0.0,0.0,0.26041000000000003,62.35997999999999,0.0,0.0,0.0,33.03853,0.0,0.0,4.12343,0.0,0.21766,0.0,0.0,0.0
CON-069,0.0,0.0,2.5181700000000005,12.00683,0.11708000000000002,0.0,0.0,82.33169999999998,0.030969999999999998,0.0,2.995240000000001,0.0,0.0,0.0,0.0,0.0
CON-070,0.0,0.0,0.12340000000000001,67.96376000000001,0.0,0.0,0.0,30.8439,0.0,0.0,1.0270700000000001,0.0,0.01086,0.0,0.03102,0.0
CON-071,0.0,0.0,0.5867399999999999,82.98456,0.0038,0.0,0.0,15.515699999999999,0.0,0.0,0.57167,0.0,0.0,0.0,0.33752,0.0
CON-072,0.0,0.0,0.14372,20.0779,0.0,0.0,0.0,74.06078000000001,0.0,0.0,5.71757,0.0,0.0,0.0,0.0,0.0
CON-073,2.8774100000000002,0.0,1.8584,31.05158,0.0,0.0,0.0,41.89099,0.02367,0.0,4.474919999999999,0.0,0.03052,0.0,17.79251,0.0
CON-074,0.0,0.0,1.0615,56.51649999999999,0.0018399999999999998,0.0,0.0,37.027089999999994,0.36939,0.0,5.02368,0.0,0.0,0.0,0.0,0.0
CON-075,0.0035299999999999997,0.0,2.23961,53.892880000000005,0.0,0.0,0.0,38.40124999999999,0.0,0.0,5.44346,0.0,0.01318,0.0,0.0061,0.0
CON-076,0.11941,0.0,2.5409800000000002,45.82049,0.04669999999999999,0.0,0.0,47.46178999999998,0.0,0.0,3.9775000000000005,0.0,0.0,0.0,0.03315,0.0
CON-077,0.0,0.0,2.1512700000000002,35.80315,0.01866,0.0,0.0,55.544899999999984,0.04175,0.0,6.44025,0.0,0.0,0.0,0.0,0.0
CON-078,0.0,0.0,0.6447700000000001,41.323380000000014,0.00451,0.0,0.0,46.485290000000006,0.0,0.0,11.49351,0.0,0.0,0.0,0.048530000000000004,0.0
CON-079,0.0,0.0,10.34329,44.98272,0.0,0.0,0.0,44.043589999999995,0.01179,0.0,0.61865,0.0,0.0,0.0,0.0,0.0
CON-080,0.0,0.0,0.0,55.68768000000001,0.0,0.0,0.0,23.151020000000006,0.0,0.0,2.7555899999999998,0.0,0.0,0.0,18.40573,0.0
CON-081,0.0,0.0,0.26428,61.08064000000001,0.0,0.0,0.0,36.965329999999994,0.0,0.0,1.6897299999999997,0.0,0.0,0.0,0.0,0.0
CON-082,0.32450999999999997,0.0,0.50127,68.25552,0.0027600000000000003,0.0,0.0,28.387699999999995,0.0,0.0,2.52828,0.0,0.0,0.0,0.0,0.0
CON-083,0.0,0.0,3.31841,54.38494,0.0,0.0,0.00595,28.770829999999986,0.00742,0.0,13.51248,0.0,0.0,0.0,0.0,0.0
CON-084,0.0,0.0,0.08108,66.26382000000002,0.0,0.0,0.0,30.865710000000004,0.0,0.0,2.7894099999999997,0.0,0.0,0.0,0.0,0.0
CON-085,0.00578,0.0,0.82321,45.58762,0.0,0.0,0.00494,34.81689000000001,0.05975,0.0,18.67946,0.0,0.0,0.0,0.02241,0.0
CON-086,0.0,0.0,3.9621299999999993,72.83092,0.0,0.0,0.0,20.366549999999997,0.02292,0.0,2.81739,0.0,0.0,0.0,0.0,0.0
CON-087,0.0,0.0,2.05574,82.86875,0.0,0.0,0.0,12.82032,0.95904,0.0,1.2961200000000002,0.0,0.0,0.0,0.0,0.0
CON-088,0.0,0.0,0.6865899999999999,72.95855999999999,0.0,0.0,0.0,24.800940000000004,0.02973,0.0,1.5241899999999997,0.0,0.0,0.0,0.0,0.0
CON-089,0.22015,0.0,0.22037999999999996,83.08776,0.0,0.0,0.0,14.443529999999999,0.36974,0.0,1.65274,0.0,0.005679999999999999,0.0,0.0,0.0
CON-090,0.0,0.0,3.35928,43.39977000000001,0.01542,0.0,0.0,51.15722999999998,0.015969999999999998,0.0,2.0523199999999995,0.0,0.0,0.0,0.0,0.0
CON-091,0.0,0.0,0.33662000000000003,75.69100000000002,0.0,0.0,0.0,23.269940000000002,0.0,0.0,0.70244,0.0,0.0,0.0,0.0,0.0
CON-092,0.0,0.0,1.1577099999999998,76.11271999999998,0.0,0.0,0.0,18.51137,0.29341,0.0,3.924809999999999,0.0,0.0,0.0,0.0,0.0
CON-093,0.0,0.0,0.36655999999999994,80.7834,0.0010400000000000001,0.0,0.0,14.928599999999998,0.0,0.0,3.3639799999999997,0.55642,0.0,0.0,0.0,0.0
CON-095,0.0,0.0,0.54677,58.49686,0.01533,0.0,0.0,37.591150000000006,1.6775799999999998,0.0,1.6722999999999997,0.0,0.0,0.0,0.0,0.0
CON-096,0.0,0.0,3.40458,56.31396999999999,0.02225,0.0,0.0,37.60578999999999,0.5535500000000001,0.0,1.8074099999999997,0.29245,0.0,0.0,0.0,0.0
CON-097,0.0,0.0,0.18558000000000002,68.09835,0.0,0.0,0.0049299999999999995,29.12471,0.00168,0.0,2.57733,0.0,0.00744,0.0,0.0,0.0
CON-098,0.0,0.0,5.106779999999999,47.27013,0.0,0.0,0.0,43.14784000000001,0.0,0.0,1.3847699999999996,0.0,0.0,0.0,3.0905299999999998,0.0
CON-099,1.4080700000000002,0.0,2.15169,52.81865,0.00487,0.0,0.0,42.99523999999998,0.0,0.0,0.61328,0.0,0.0,0.0,0.00824,0.0
CON-101,0.03199,0.0,0.28465,57.58440999999999,0.0,0.0,0.0,38.648360000000004,0.69977,0.0,2.7310900000000005,0.0,0.0,0.0,0.019719999999999998,0.0
CON-104,0.0,0.0,1.2929699999999997,29.18901,0.05652,0.0,0.0,37.981640000000006,0.20265,0.0,31.277189999999997,0.0,0.0,0.0,0.0,0.0
CON-105,0.0,0.0,3.9185499999999993,16.01517,0.03014,0.0,0.0,78.77073000000001,0.0,0.0,1.2654300000000003,0.0,0.0,0.0,0.0,0.0
CON-106,0.0,0.0,0.019749999999999997,50.13313999999999,0.008140000000000001,0.0,0.0,36.63202,0.0,0.0,13.206949999999997,0.0,0.0,0.0,0.0,0.0
CON-107,0.0418,0.0,0.41678,51.75957999999999,0.0,0.0,0.0,42.3019,0.0,0.0,5.47995,0.0,0.0,0.0,0.0,0.0
DLF009,0.0,0.0,15.777580000000002,23.18309,0.003,0.0,0.0,13.715079999999999,0.0,0.0,32.271159999999995,0.0,0.39045,0.0,14.65966,0.0
DLF012,0.0,0.0,22.5877,14.26402,0.07275000000000001,0.0,0.0,43.130539999999996,0.0,0.0,19.944979999999997,0.0,0.0,0.0,0.0,0.0
DLF013,0.0,0.0,8.924190000000001,52.29801,0.0,0.0,0.0,36.775549999999996,0.0,0.0,2.00221,0.0,0.0,0.0,0.0,0.0
DLF014,0.0,0.0,48.0128,3.5367999999999995,0.0,0.0,0.00425,48.335510000000006,0.0,0.0,0.11063,0.0,0.0,0.0,0.0,0.0
DLM001,0.0,0.0,7.42637,71.93457,0.0,0.0,0.0,17.992810000000002,0.0,0.0,2.64626,0.0,0.0,0.0,0.0,0.0
DLM010,0.0,0.0,1.7203,49.92940999999998,0.00484,0.005370000000000001,0.0,20.69942,3.5826300000000004,0.0,24.055469999999996,0.0,0.0,0.0,0.00251,0.0
DLM012,0.0,0.0,62.84662,3.24476,0.07428,0.0,0.0,28.192899999999998,0.0,0.0,5.636989999999999,0.0,0.0,0.0,0.00117,0.0033
DLM013,0.0,0.0,14.82654,38.645759999999996,0.01523,0.0,0.00835,39.90639,0.0,0.0,6.59665,0.0,0.0,0.0,0.00106,0.0
DLM014,0.01488,0.0,0.11871,76.76537000000002,0.0,0.0,0.01571,16.211770000000005,4.42837,0.0,2.2009,0.0,0.0,0.0,0.24428000000000002,0.0
DLM015,0.0,0.0,0.17772,74.49481999999999,0.0,0.0,0.006659999999999999,21.2564,1.42313,0.0,2.64098,0.0,0.0,0.0,0.0003,0.0
DLM016,0.0,0.0,0.66742,71.09271999999999,0.00422,0.0,0.0,24.57329,0.0,0.0,3.6558500000000005,0.0,0.0,0.0,0.00655,0.0
DLM017,0.0,0.0,0.17783,54.73657999999999,0.0,0.0,0.0,32.18851,0.11229000000000001,0.0,1.1625,0.0,0.03477,0.0,11.5875,0.0
DLM018,0.0,0.0,15.03563,38.053259999999995,0.0,0.0,0.0,45.94671,0.0,0.0,0.5285299999999999,0.0,0.0,0.0,0.43585,0.0
DLM019,1.46854,0.0,9.446599999999998,27.318379999999998,0.0,0.0,0.0,54.563719999999996,0.0,0.0,2.69574,0.0,0.0,0.0,4.50705,0.0
DLM020,0.0,0.0,0.71159,75.50992999999998,0.0,0.0,0.007659999999999999,21.202380000000005,0.46243999999999996,0.0,2.10599,0.0,0.0,0.0,0.0,0.0
DLM021,0.0,0.0,0.9485800000000001,67.91035,0.0,0.0,0.0,27.635350000000003,0.0,0.0,2.4086999999999996,0.0,0.0,0.0,1.09707,0.0
DLM022,10.13038,0.0,0.5493499999999999,29.54219,0.0,0.0,0.0,48.663989999999984,0.0,0.0,9.352429999999998,0.0,0.00135,0.0,1.76033,0.0
DLM023,0.0,0.0,0.11969,32.83716,0.0,0.0,0.0,63.705740000000006,0.0,0.0,3.18406,0.0,0.13541,0.0,0.018000000000000002,0.0
DLM024,0.0,0.0,0.06837,0.30993000000000004,0.0,0.0,0.0,37.32521999999998,0.0,0.0,62.291180000000004,0.0,0.0,0.0,0.0025800000000000003,0.00274
DLM027,0.0,0.0,7.347950000000001,34.85772,0.0,0.0,0.0,56.96211000000001,0.10342,0.0,0.72882,0.0,0.0,0.0,0.0,0.0
DLM028,0.0,0.0,0.13009,35.14237,0.0,0.0,0.0,30.351899999999997,0.0,0.0,18.09835,0.0,0.0,0.0,16.2773,0.0
DOF003,0.0,0.0,0.14465999999999998,71.99040999999997,0.0,0.0,0.0,25.46711,0.0,0.0,2.3978500000000005,0.0,0.0,0.0,0.0,0.0
DOF004,0.0,0.0,2.30095,53.98449000000001,0.0,0.0,0.0,36.236329999999995,0.008440000000000001,0.0,7.406,0.0,0.0,0.0,0.06376,0.0
DOF006,0.0,0.0,0.19027,67.03557,0.0,0.0,0.00851,11.508989999999999,9.83582,0.0,11.42084,0.0,0.0,0.0,0.0,0.0
DOF008,0.0,0.0,28.71915,4.31319,0.01325,0.0,0.00563,62.46489999999999,0.0,0.0,4.48385,0.0,0.0,0.0,0.0,0.0
DOM001,0.0,0.0,0.17626,74.51181,0.0,0.0,0.007520000000000001,19.855179999999997,0.0,0.0,4.83017,0.0,0.33073,0.0,0.28831999999999997,0.0
DOM003,0.0,0.0,17.586330000000004,26.742040000000003,0.0,0.0,0.0,29.58083,0.0,0.0,26.09079,0.0,0.0,0.0,0.0,0.0
DOM008,0.0,0.0,0.07755999999999999,78.05035000000002,0.0,0.0,0.0,16.940059999999992,0.0,0.0,4.925179999999999,0.0,0.0,0.0,0.00686,0.0
DOM010,0.0,0.0,0.10773,72.53957999999997,0.0,0.0,0.0,20.52104,4.75557,0.0,2.0760899999999998,0.0,0.0,0.0,0.0,0.0
DOM013,0.0,0.0,0.8075300000000001,55.81685000000001,0.0027300000000000002,0.0,0.0,40.22104000000001,0.00848,0.0,3.1433699999999996,0.0,0.0,0.0,0.0,0.0
DOM015,0.0,0.0,0.27581000000000006,78.56721,0.0,0.0,0.0,17.99164,0.0,0.0,2.71973,0.0,0.1236,0.0,0.32201,0.0
DOM016,0.0,0.0,0.13166999999999998,73.32679999999999,0.0,0.0,0.0,17.02369,3.5570800000000005,0.0,5.3707400000000005,0.0,0.59,0.0,0.0,0.0
DOM018,0.0,0.0,3.27334,68.2149,0.0,0.0,0.0,26.386959999999995,0.0,0.0,2.1135800000000002,0.0,0.0,0.0,0.01119,0.0
DOM019,0.00851,0.0,0.05515,63.21133000000002,0.0017,0.0,0.00742,30.768939999999997,0.0,0.0,1.03059,0.0,0.0,0.0,4.9163,0.0
DOM022,0.0,0.0,0.5492900000000001,64.58611999999998,0.0,0.0,0.0,29.594559999999998,0.0,0.0,5.2676,0.0,0.0,0.0,0.00242,0.0
DOM026,0.0,0.0,1.00749,23.341070000000002,0.0,0.0,0.0,75.60139000000001,0.01524,0.0,0.024300000000000002,0.0,0.0,0.0,0.0,0.01048
NLF008,0.00118,0.0,0.06489,54.68827000000002,0.0,0.0,0.0,38.65022,0.0344,0.0,6.561109999999999,0.0,0.0,0.0,0.0,0.0
NLF012,0.0,0.0,0.06706999999999999,63.5346,0.0,0.0,0.0,35.9007,0.0,0.0,0.49760000000000004,0.0,0.0,0.0,0.0,0.0
NLF013,0.0,0.0,0.47915,56.38053,0.0,0.0,0.0,38.28913000000001,0.0,0.0,4.30419,0.0,0.0,0.0,0.547,0.0
NLF015,0.0,0.0,0.15293,74.48404,0.0,0.0,0.007940000000000001,18.234749999999995,4.46334,0.0,2.65702,0.0,0.0,0.0,0.0,0.0
NLM002,0.0,0.0,6.271470000000001,79.71637,0.011210000000000001,0.0,0.0,4.07083,0.32931,0.0,9.60081,0.0,0.0,0.0,0.0,0.0
NLM004,0.25252,0.0,1.6803599999999999,29.506630000000005,0.055569999999999994,0.0,0.0,60.94645000000001,0.00983,0.0,7.3412700000000015,0.0,0.00126,0.0,0.20613,0.0
NLM006,0.0,0.0,0.15309,54.350249999999996,0.0,0.0,0.0,35.97437999999999,1.54198,0.0,7.980270000000001,0.0,0.0,0.0,0.0,0.0
NLM007,0.0,0.0,0.00309,54.35196,0.00624,0.0,0.0,39.33742,0.81359,0.0,5.484990000000001,0.0,0.0,0.0,0.00179,0.00095
NLM010,0.0,0.0,0.29964,48.49486000000001,0.0,0.0,0.0,49.16235000000001,0.009590000000000001,0.0,2.03352,0.0,0.0,0.0,0.0,0.0
NLM021,0.01486,0.0,0.02352,59.34181000000002,0.0,0.0,0.0,38.09038000000001,0.0,0.0,1.4442100000000002,0.0,0.06592999999999999,0.0,1.01924,0.0
NLM022,0.0,0.0,0.06648,39.07770000000001,0.0,0.0,0.0,50.29315,0.0,0.0,10.56267,0.0,0.0,0.0,0.0,0.0
NLM024,0.0,0.0,0.09642999999999999,81.16271,0.0,0.0,0.0,7.88218,3.2829099999999998,0.0,7.575759999999999,0.0,0.0,0.0,0.0,0.0
NLM026,1.19754,0.0,2.4606600000000003,51.08695,0.00249,0.0,0.0,43.820299999999996,0.0,0.0,1.42242,0.0,0.0,0.0,0.00968,0.0
NLM027,0.00301,0.0,3.758690000000001,0.34290000000000004,0.0015899999999999998,0.0,0.0,89.25115000000001,0.050679999999999996,0.0,6.592010000000001,0.0,0.0,0.0,0.0,0.0
NLM028,0.0,0.0,0.84398,34.04031,0.0,0.0,0.0,63.057489999999994,0.69978,0.0,1.35845,0.0,0.0,0.0,0.0,0.0
NLM029,0.0,0.0,0.37371,58.19472,0.0,0.0,0.0,40.273440000000015,0.0,0.0,1.1580800000000002,0.0,0.0,0.0,0.0,0.0
NLM031,0.0,0.0,0.10407,54.47177,0.0,0.0,0.0,44.24288999999998,0.0,0.0,1.0706000000000002,0.0,0.0,0.0,0.11064,0.0
NLM032,0.0,0.0,1.4355499999999999,24.64074,0.0,0.0,0.0,71.2365,0.0,0.0,2.6861800000000002,0.0,0.0,0.0,0.00107,0.0
NOF005,0.13949,0.0,1.15998,43.467090000000006,0.0,0.0,0.0,53.65525999999999,0.0,0.0,1.5781800000000001,0.0,0.0,0.0,0.0,0.0
NOF008,0.11889000000000001,0.0,0.46601,71.63337,0.0,0.0,0.0,24.930490000000006,0.0,0.0,1.49113,0.0,0.0,0.0,1.3601299999999998,0.0
NOF010,0.0,0.0,0.45884,74.83520999999999,0.0,0.0,0.0,18.588360000000005,0.02574,0.0,6.091840000000001,0.0,0.0,0.0,0.0,0.0
NOF012,0.0,0.0,0.8040799999999999,62.40295,0.0,0.0,0.0,32.78056000000001,0.0,0.0,3.9975,0.0,0.0,0.0,0.01487,0.0
NOM001,0.0,0.0,1.7207700000000001,66.46897,0.0,0.0,0.0,30.801170000000003,0.0,0.0,1.00905,0.0,0.0,0.0,0.0,0.0
NOM002,0.0,0.0,2.04326,27.3991,0.0,0.0,0.0,69.55451,0.14456000000000002,0.0,0.8585400000000001,0.0,0.0,0.0,0.0,0.0
