SampleID,k__Archaea|p__Euryarchaeota|c__Methanobacteria,k__Archaea|p__Euryarchaeota|c__Methanococci,k__Bacteria|p__Acidobacteria|c__Acidobacteriia,k__Bacteria|p__Actinobacteria|c__Actinobacteria,k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname,k__Bacteria|p__Bacteroidetes|c__Bacteroidia,k__Bacteria|p__Bacteroidetes|c__Flavobacteriia,k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia,k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname,k__Bacteria|p__Chlorobi|c__Chlorobia,k__Bacteria|p__Deinococcus_Thermus|c__Deinococci,k__Bacteria|p__Firmicutes|c__Bacilli,k__Bacteria|p__Firmicutes|c__Clostridia,k__Bacteria|p__Firmicutes|c__Erysipelotrichia,k__Bacteria|p__Firmicutes|c__Negativicutes,k__Bacteria|p__Fusobacteria|c__Fusobacteriia,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria,k__Bacteria|p__Spirochaetes|c__Spirochaetia,k__Bacteria|p__Synergistetes|c__Synergistia,k__Bacteria|p__Tenericutes|c__Mollicutes,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae,k__Eukaryota|p__Ascomycota|c__Eurotiomycetes,k__Eukaryota|p__Ascomycota|c__Saccharomycetes
HD-1,0.0,0.0,0.0,0.21865,0.0,73.10286,0.0,0.0,0.0,0.0,0.0,0.18361,24.07702,0.12431,0.07669000000000001,0.12674000000000002,0.0,0.89594,0.6146699999999999,0.0,0.5794999999999999,0.0,0.0,0.0,0.0,0.0,0.0
HD-20,0.0,0.0,0.0,0.35118,0.0,12.99472,0.00836,0.0,0.0,0.0,0.0,0.00775,73.66547999999999,0.10507000000000001,0.96344,0.22601000000000002,0.0,0.16773,0.013340000000000001,0.0,11.49696,0.0,0.0,0.0,0.0,0.0,0.0
HD-21,0.0,0.0,0.0,0.08206,0.0,50.986630000000005,0.00481,0.0,0.0,0.0,0.0,0.7855199999999999,10.4714,0.02549,23.111649999999997,14.24734,0.0,0.18012,0.05869,0.0,0.046250000000000006,0.0,0.0,0.0,0.0,0.0,0.0
HD-22,0.0,0.0,0.0,0.08803,0.0,31.382539999999995,0.0,0.0,0.0,0.0,0.0,0.87161,66.45572,0.01483,0.06603,0.02417,0.0,0.53333,0.41282,0.0,0.1477,0.0,0.0,0.0,0.00324,0.0,0.0
HD-23,0.0,0.0,0.0,0.23974000000000004,0.0,69.60861,0.0,0.0,0.0,0.0,0.0,0.05572,26.753310000000003,0.04116,0.10259,0.0,0.0,1.7949499999999998,0.26737,0.0,0.32582999999999995,0.0,0.0,0.0,0.81071,0.0,0.0
HD-24,0.0,0.0,0.0,0.18632,0.0,72.56626999999999,0.0,0.0,0.0,0.0,0.0,0.07765999999999999,19.18712,0.03433,1.64251,2.25979,0.0,0.8544400000000001,1.04535,0.0,2.14621,0.0,0.0,0.0,0.0,0.0,0.0
HD-25,0.0,0.0,0.0,0.24681999999999998,0.0,70.49975000000002,0.0,0.0,0.0,0.0,0.0,0.06737,7.769370000000001,0.09128000000000001,0.75933,0.0,0.0,0.00257,0.0,0.0,20.56351,0.0,0.0,0.0,0.0,0.0,0.0
HD-26,0.0,0.0,0.0,1.00704,0.0008699999999999999,30.552240000000005,0.0,0.0,0.0,0.0,0.0,0.01107,67.02483,0.007970000000000001,0.7845900000000001,0.0,0.0,0.11667000000000001,0.0,0.0,0.45614,0.0,0.038560000000000004,0.0,0.0,0.0,0.0
HD-27,0.01755,0.0,0.0,0.10723,0.0,61.39527,0.0,0.0,0.0,0.0,0.0,0.0,30.671080000000003,0.04952,0.73786,0.66279,0.0,1.9313200000000004,1.37901,0.0,0.37544999999999995,0.0,0.0,0.0,2.67291,0.0,0.0
HD-28,0.0,0.0,0.0,0.14118999999999998,0.0,54.28792,0.0,0.0,0.0,0.0,0.0,0.19915,43.38505,0.03004,0.01505,0.0,0.0,1.5857700000000001,0.0,0.0,0.21374,0.0,0.0,0.0,0.14212,0.0,0.0
HD-29,0.00662,0.0,0.0,1.30485,0.0,53.94236000000001,0.0,0.0,0.0,0.0,0.0,0.46827,33.36885,0.22967,6.2838,1.12582,0.0,1.2324300000000001,1.3740999999999999,0.0,0.6461600000000001,0.0,0.0,0.0,0.0,0.01709,0.0
HD-2,0.0,0.0,0.0,0.0,0.0,56.00258,0.0,0.0,0.0,0.0,0.0,0.10725,38.342530000000004,0.10082999999999999,0.12151,0.0,0.0,0.19299,1.63517,0.0,0.85829,0.0,0.0,0.0,2.63888,0.0,0.0
HD-30,0.0,0.0,0.0,0.5358599999999999,0.0,72.53424,0.0,0.0,0.0,0.0,0.0,0.06766,24.02408,0.026319999999999996,0.052539999999999996,0.0,0.0,0.28947,0.11710999999999999,0.0,2.33993,0.0,0.006490000000000001,0.0,0.0,0.00628,0.0
HD-31,0.0,0.0,0.0,2.62472,0.0,61.06180999999998,0.0,0.0,0.0,0.0,0.0,0.6376099999999999,28.496409999999994,1.5069299999999999,4.15682,0.47535,0.0,0.7121700000000001,0.01293,0.0,0.29303999999999997,0.0,0.0,0.0,0.0,0.02219,0.0
HD-32,0.49451,0.0,0.0,1.0992600000000001,0.0,47.96584000000001,0.0,0.0,0.0,0.0,0.00473,1.2520699999999998,47.56519000000001,0.037899999999999996,0.09881000000000001,0.0,0.0,1.0078200000000002,0.45245,0.0,0.014360000000000001,0.0,0.0,0.0,0.00704,0.0,0.0
HD-33,0.29306,0.0,0.0,0.39939,0.0,57.06924,0.0,0.0,0.0,0.0,0.00315,0.8557800000000001,36.06713999999999,1.0991,2.29223,0.0,0.0,0.52443,0.6862199999999999,0.0,0.47740000000000005,0.0,0.0,0.0,0.23288000000000003,0.0,0.0
HD-34,0.0,0.0,0.0,2.68625,0.0,65.84673,0.0,0.0,0.0,0.0,0.0,1.3077699999999999,27.642989999999998,0.027,0.07699,0.0,0.0,0.40609,0.7759400000000001,0.0,0.96334,0.0,0.26682,0.0,0.0,0.0,0.0
HD-35,0.72748,0.0,0.0,1.02278,0.0,33.74112,0.0,0.0,0.0,0.0,0.0,0.21162,52.68731000000001,0.6449999999999999,0.60741,0.0,0.0,1.24416,2.23762,0.0,6.85217,0.0,0.0,0.0,0.0,0.02331,0.0
HD-36,0.0,0.0,0.0,0.31440000000000007,0.0,52.86276,0.0,0.0,0.0,0.0,0.0,0.08413000000000001,24.1234,0.10822000000000001,1.8163,0.0,0.0,1.11047,0.52918,0.0,0.9417399999999999,0.0,0.15880999999999998,0.0,17.95056,0.0,0.0
HD-37,0.0,0.0,0.0,0.30369999999999997,0.0,42.114430000000006,0.0,0.0,0.0,0.0,0.0,0.27123,45.167780000000015,0.43688999999999995,0.5627099999999999,0.13437000000000002,0.0,0.85779,2.83892,0.0,1.5128500000000003,0.0,0.1644,0.0,5.63491,0.0,0.0
HD-38,0.0,0.0,0.0,0.27342000000000005,0.0,57.10127,0.0,0.0,0.0,0.0,0.0,0.7245799999999999,39.435410000000005,0.01781,1.96634,0.18146,0.0,0.12641999999999998,0.0046,0.0,0.16402999999999998,0.0,0.0025,0.0,0.00212,0.0,0.0
HD-39,0.0,0.0,0.0,0.29863,0.0,60.377680000000005,0.0,0.0,0.0,0.0,0.0,0.6429100000000001,32.49035,0.98756,3.2975900000000005,0.57992,0.0,0.04947,0.60677,0.0,0.66912,0.0,0.0,0.0,0.0,0.0,0.0
HD-3,0.0,0.0,0.0,0.08317,0.0,79.64957,0.01671,0.0,0.0,0.0,0.0,0.07772000000000001,15.38597,0.6350800000000001,0.14131000000000002,2.14485,0.0,0.19054,0.52482,0.0,1.15024,0.0,0.0,0.0,0.0,0.0,0.0
HD-40,0.0,0.0,0.0,0.11576,0.0,48.96836000000002,0.0,0.0,0.0,0.0,0.00451,0.31372000000000005,47.246440000000014,0.11835,0.23560999999999999,0.0,0.0,1.06511,0.8192099999999999,0.0,0.48526,0.0,0.0,0.0,0.62771,0.0,0.0
HD-41,0.0,0.0,0.0,0.07691999999999999,0.0,66.07443999999998,0.0,0.0,0.0,0.0,0.0,0.2349,30.617060000000006,0.07149,0.11122,0.0,0.0,0.8625200000000001,0.11567000000000001,0.0,1.8357500000000002,0.0,0.0,0.0,0.0,0.0,0.0
HD-42,0.0,0.0,0.0,0.33372,0.0,83.78919,0.0,0.0,0.0,0.0,0.0,0.0234,10.71832,0.05044,1.36695,0.0,0.0,1.49114,0.11591,0.0,2.11023,0.0,0.0,0.0,0.0007,0.0,0.0
HD-43,0.0,0.0,0.0,0.08422000000000002,0.0,71.91029999999999,0.0,0.0,0.0,0.0,0.0,0.36301,19.717709999999997,0.51425,2.97605,0.0,0.0,0.49427999999999994,0.50017,0.0,3.4236899999999997,0.0,0.0,0.0,0.01633,0.0,0.0
HD-44,0.0,0.0,0.0,0.06934,0.0,83.82085999999998,0.0,0.0,0.00314,0.0,0.0,0.06330999999999999,14.109520000000002,0.02537,0.84511,0.09426999999999999,0.0,0.02988,0.57782,0.0,0.36136999999999997,0.0,0.0,0.0,0.0,0.0,0.0
HD-45,0.0,0.0,0.0,0.05544,0.0,73.78616000000004,0.0,0.0,0.0,0.0,0.0,0.21713,6.153719999999999,0.18659,5.89219,0.5149199999999999,0.0,0.0,0.6959699999999999,0.0,12.497839999999997,0.0,0.0,0.0,0.0,0.0,0.0
HD-46,0.0058200000000000005,0.0,0.0,0.53191,0.0,72.64778000000001,0.0,0.0,0.0,0.0,0.0,0.10698,23.08233,0.04073,2.18817,0.0,0.0,0.24083,0.33725000000000005,0.0,0.54789,0.0,0.0,0.0,0.27033,0.0,0.0
HD-47,0.0,0.0,0.0,0.9227100000000001,0.0,70.73308,0.0,0.0,0.0,0.0,0.0,0.07174,27.070719999999998,0.08134000000000001,0.06382,0.00099,0.0,0.44149,0.48744,0.0,0.12668000000000001,0.0,0.0,0.0,0.0,0.0,0.0
HD-48,0.00056,0.0,0.0,1.42269,0.0,88.45474000000002,0.0,0.0,0.0,0.0,0.0,0.24407,7.381659999999998,0.2761699999999999,0.12341000000000002,0.0,0.0,1.4018,0.08755,0.0,0.60734,0.0,0.0,0.0,0.0,0.0,0.0
HD-49,0.0,0.0,0.0,0.16384,0.0,60.91805999999998,0.0,0.0,0.0,0.0,0.0,0.24412,30.26256,0.06743,0.13641,3.72425,0.0,0.09056,0.35035,0.0,4.04241,0.0,0.0,0.0,0.0,0.0,0.0
HD-4,0.0,0.0,0.0,0.8252999999999999,0.0,59.25096,0.0,0.0,0.0,0.0,0.0,0.01594,35.78125,0.00556,0.08431,0.0,0.0,3.37456,0.15867,0.0,0.50343,0.0,0.0,0.0,0.0,0.0,0.0
HD-50,0.0,0.0,0.0,0.30215000000000003,0.0,47.652229999999996,0.0,0.0,0.00058,0.0,0.0,6.53453,12.79034,0.1269,20.611860000000004,0.92048,0.0,0.09736999999999998,0.14275,0.32614,10.480640000000001,0.0,0.0,0.0,0.013980000000000001,0.0,0.0
HD-51,0.0,0.0,0.0,0.10679999999999999,0.0,57.889320000000005,0.0,0.0,0.0,0.0,0.0,0.029380000000000003,38.50737,0.01422,0.16568,0.0,0.0,1.98937,0.7595999999999999,0.0,0.51954,0.0,0.0187,0.0,0.0,0.0,0.0
HD-52,0.0,0.0,0.0,0.09414,0.0,64.51212000000001,0.0,0.0,0.0,0.0,0.0,0.06233,31.879929999999998,0.07685,0.13475,0.0078,0.0,1.34945,1.5152999999999999,0.0,0.36734999999999995,0.0,0.0,0.0,0.0,0.0,0.0
HD-53,0.0,0.0,0.0,0.44509000000000004,0.0,53.43962000000002,0.010579999999999999,0.0,0.0022600000000000003,0.0,0.0,0.34487,40.64845999999999,0.10836,1.2421300000000002,0.00033,0.0,1.0662900000000002,0.27818,0.0,2.40237,0.0,0.0,0.0,0.01144,0.0,0.0
HD-54,0.0,0.0,0.0,0.34925,0.0,69.46668,0.0103,0.0,0.0,0.0,0.0,0.05539,24.431279999999997,0.9456199999999999,0.6082000000000001,0.0179,0.0,0.07905,1.57308,0.0,2.4632100000000006,0.0,0.0,0.0,0.0,0.0,0.0
HD-55,0.0,0.0,0.0,0.35508999999999996,0.0,62.220980000000004,0.0,0.0,0.0126,0.0,0.00228,0.34294,27.221409999999995,0.01959,7.93354,0.0,0.0,0.0309,0.46165999999999996,0.0,0.13545,0.0,0.0,0.0,1.26358,0.0,0.0
HD-56,0.046310000000000004,0.0,0.0,0.20923000000000003,0.0,55.50089999999999,0.0,0.0,0.0,0.0,0.0,4.2157599999999995,26.39474,0.55297,9.456449999999998,0.037469999999999996,0.0,0.59728,0.34829,0.0,2.6389600000000004,0.0,0.0,0.0,0.0016,0.0,0.0
HD-57,0.0,0.0,0.0,0.13616,0.0,60.41384999999998,0.01669,0.0,0.0,0.0,0.0,0.53855,36.08373999999999,0.025280000000000004,0.09847999999999998,0.0,0.0,0.08589000000000001,0.22232000000000002,0.0,2.37906,0.0,0.0,0.0,0.0,0.0,0.0
HD-58,0.0,0.0,0.0,0.98951,0.0,60.629740000000005,0.00719,0.0,0.0,0.0,0.0,0.07044,36.27857,0.9346599999999998,0.9157,0.0,0.0,0.0031899999999999997,0.0,0.0,0.17102,0.0,0.0,0.0,0.0,0.0,0.0
HD-59,0.0,0.0,0.0,6.011280000000001,0.0,59.65926999999999,0.0,0.0,0.0,0.0,0.00543,0.18125,30.581299999999995,0.056330000000000005,0.32048,0.00151,0.012620000000000001,0.6830900000000001,1.5716299999999999,0.0,0.9025500000000001,0.0,0.0,0.0,0.01323,0.0,0.0
HD-5,0.10198,0.0,0.0,0.37397,0.0,44.308870000000006,0.0,0.0,0.0,0.0,0.0,0.0038,49.31562,0.04239999999999999,1.20996,0.0,0.0,0.21438,2.2710199999999996,0.0,1.1790399999999999,0.0,0.0,0.0,0.9789899999999999,0.0,0.0
HD-60,0.0,0.0,0.0,0.20294,0.0,53.4624,0.0,0.0,0.0,0.0,0.0,0.22043,34.79711000000001,1.16232,8.32958,0.0,0.0,1.14734,0.3183,0.0,0.20298,0.0,0.0,0.0,0.1566,0.0,0.0
HD-61,0.0,0.0,0.0,1.6427200000000002,0.0,73.00367,0.0,0.0,0.0,0.0,0.0,0.11278,23.885680000000004,0.02854,0.00218,0.015399999999999999,0.0,0.22164,1.0788,0.0,0.00859,0.0,0.0,0.0,0.0,0.0,0.0
HD-62,0.0,0.0,0.0,0.12292999999999998,0.0,79.27204,0.0,0.0,0.0,0.0,0.00589,0.19888,16.356949999999998,0.4208299999999999,0.5126000000000001,0.0,0.0,2.09969,0.28062999999999994,0.0,0.34575999999999996,0.0,0.02487,0.0,0.35888000000000003,0.0,0.0
HD-63,0.0,0.0,0.0,0.37142000000000003,0.0,55.526909999999994,0.0,0.0,0.0,0.0,0.00657,0.05885,42.910360000000004,0.03544,0.11365,0.0,0.0,0.41638,0.42504000000000003,0.0,0.10387,0.0,0.0,0.0,0.03152,0.0,0.0
HD-64,0.0,0.0,0.0,0.45610000000000006,0.0,92.96849000000002,0.0,0.0,0.0,0.0,0.0,0.07986,3.7636600000000002,0.28846,0.26333,0.02447,0.0,1.29679,0.007520000000000001,0.0,0.8489299999999999,0.0,0.0,0.0,0.00234,0.0,0.0
HD-65,0.0,0.0,0.0,0.44666,0.0,49.31566000000001,0.0,0.0,0.0,0.0,0.0,0.6131,46.281179999999985,0.22199999999999998,0.0811,0.04339,0.0,1.63182,0.45532,0.0,0.85612,0.0,0.0,0.0,0.05363,0.0,0.0
HD-66,0.392,0.0,0.0,0.39289999999999997,0.0,59.32557000000001,0.0,0.0,0.0,0.0,0.01045,0.22914,35.844069999999995,0.03619,0.2663,0.00629,0.0,1.04956,0.11729,0.0,1.58231,0.0,0.0,0.0,0.7478600000000001,0.0,0.0
HD-67,0.0,0.0,0.0,0.24254,0.0,48.27152,0.0,0.0,0.0,0.00447,0.00586,0.04622,47.66624000000001,2.07005,0.07392,0.0,0.0,0.08149,1.34241,0.0,0.07704,0.0,0.0,0.0,0.11825999999999999,0.0,0.0
HD-68,0.0,0.0,0.0,2.02392,0.0,56.70046000000001,0.01149,0.0,0.0,0.0,0.0,0.32891,31.822619999999993,0.26937,6.9238100000000005,0.04392,0.0,0.5784100000000001,1.18567,0.0,0.1114,0.0,0.0,0.0,0.0,0.0,0.0
HD-69,0.0,0.0,0.0,0.23028,0.0,70.27017,0.01629,0.0,0.0,0.0,0.0,0.11033,23.528499999999998,0.03392,0.05206,1.9542199999999998,0.0,2.84259,0.88173,0.0,0.07992999999999999,0.0,0.0,0.0,0.0,0.0,0.0
HD-6,0.0,0.0,0.0,0.09179,0.0,52.2655,0.0,0.0,0.0,0.0,0.0,0.05477,26.3546,0.12257000000000001,20.46475,0.0,0.0,0.23735,0.29434,0.0,0.07565000000000001,0.0,0.03808,0.0,0.00057,0.0,0.0
HD-70,0.0,0.0,0.0,1.8631600000000001,0.0,88.9202,0.00898,0.0,0.0,0.0,0.0,0.05015,8.04227,0.18545,0.033420000000000005,0.00314,0.0,0.04573,0.24276,0.0,0.60474,0.0,0.0,0.0,0.0,0.0,0.0
HD-71,0.0,0.0,0.0,0.21659999999999996,0.0,71.44394000000001,0.0,0.0,0.0,0.0,0.0,0.63032,25.48391,0.03444,0.18747999999999998,0.02095,0.0,0.99131,0.45191000000000003,0.0,0.53913,0.0,0.0,0.0,0.0,0.0,0.0
HD-72,0.0,0.0,0.0,0.27658999999999995,0.0,61.20747999999999,0.01155,0.0,0.0,0.0,0.00765,1.01997,34.98434,0.04953,0.20582999999999999,0.0059700000000000005,0.0,0.95858,0.83333,0.0,0.43917999999999996,0.0,0.0,0.0,0.0,0.0,0.0
HD-73,0.0,0.0,0.0,0.74894,0.0,73.17479000000002,0.0,0.0,0.0,0.0,0.0,0.053579999999999996,21.407850000000003,0.02182,2.1456500000000003,0.02999,0.0,1.39051,0.6518300000000001,0.0,0.37503000000000003,0.0,0.0,0.0,0.0,0.0,0.0
HD-74,0.0,0.0,0.0,0.63814,0.0,50.41132999999999,0.0,0.0,0.0,0.0,0.0,0.27213000000000004,45.585260000000005,0.12033,0.69042,0.01379,0.0,1.33595,0.74455,0.0,0.18661999999999998,0.0,0.0,0.0,0.00149,0.0,0.0
HD-75,0.0,0.0,0.0,2.7742199999999997,0.0,62.68543,0.0,0.007359999999999999,0.0,0.0,0.0,0.06934,27.870279999999998,0.10623,0.59614,2.26377,0.0,2.27706,0.76728,0.0,0.58289,0.0,0.0,0.0,0.0,0.0,0.0
HD-76,0.0,0.0,0.0,0.05016,0.0,86.95629000000001,0.0,0.0,0.0,0.0,0.0,0.07584,2.43209,0.06527,0.06853000000000001,0.057909999999999996,0.0,0.01932,0.7642599999999999,0.0,9.510330000000002,0.0,0.0,0.0,0.0,0.0,0.0
HD-77,0.0,0.0,0.0,5.4547,0.0,42.530170000000005,0.0,0.0,0.00294,0.0,0.0,1.77182,25.129980000000007,0.19914,23.16726,0.00922,0.0,1.2443300000000002,0.07034,0.0,0.42010999999999993,0.0,0.0,0.0,0.0,0.0,0.0
HD-78,0.0,0.0,0.0,0.15480000000000002,0.0,77.08867000000001,0.0,0.0,0.0,0.0,0.0,0.27304,17.170180000000002,1.20038,0.22519,0.007090000000000001,0.0,0.19724000000000003,0.5930500000000001,0.0,3.0903500000000004,0.0,0.0,0.0,0.0,0.0,0.0
HD-79,0.01198,0.0,0.0,1.41932,0.0,52.08316,0.00698,0.0,0.0,0.0,0.0,0.25204000000000004,24.776340000000005,0.23558,14.3716,0.77161,0.00275,0.10117000000000001,0.9758800000000001,0.0,4.921909999999998,0.0,0.0082,0.0,0.06143,0.0,0.0
HD-7,0.0,0.0,0.0,0.51513,0.0,66.26451999999999,0.0144,0.0,0.0,0.0,0.0,0.27321,27.562330000000003,0.28671,0.043859999999999996,0.20534999999999998,0.0,3.42256,0.31620000000000004,0.0,1.08178,0.0,0.0,0.0,0.013919999999999998,0.0,0.0
HD-80,0.0,0.0,0.0,0.25805,0.0,70.49347,0.0,0.0,0.0,0.0,0.0,1.09785,19.5918,0.005679999999999999,5.30562,0.62121,0.0,0.12967,0.66329,0.0,1.82835,0.0,0.0,0.0,0.005,0.0,0.0
HD-81,0.0,0.0,0.0,0.23693,0.0,48.555009999999996,0.01234,0.0,0.0,0.0,0.0,0.22433,44.787459999999996,0.03427,0.09081,0.08902,0.0,1.5718699999999999,1.6006,0.0,0.39266,0.0,0.0,0.0,2.40472,0.0,0.0
HD-82,0.0,0.0,0.0,0.22122999999999998,0.0,56.80537,0.0,0.0,0.0,0.0,0.0,0.40343,25.71902,1.08701,0.372,0.8998899999999999,0.0,0.5356200000000001,0.18237,0.0,13.77409,0.0,0.0,0.0,0.0,0.0,0.0
HD-83,0.0,0.0,0.0,13.73416,0.0,42.339019999999984,0.0,0.0,0.0,0.0,0.0,0.70163,37.98924999999999,0.00252,1.3494499999999998,0.05934,0.0,3.19057,0.09779,0.0,0.53003,0.0,0.0,0.0,0.00626,0.0,0.0
HD-8,0.0,0.0,0.0,4.10324,0.0,46.095049999999986,0.0,0.0,0.0,0.0,0.0033399999999999997,0.68411,47.23847999999999,0.29241,0.05055,0.0,0.0,0.5497799999999999,0.46984,0.0,0.28270999999999996,0.0,0.0,0.0,0.23046999999999998,0.0,0.0
HD-9,0.0,0.0,0.0,1.64436,0.0,77.87729999999999,0.0,0.0,0.0,0.0,0.0,0.23024,15.33241,0.08119,0.22515,0.0,0.0,1.22503,0.28265999999999997,0.0,0.69863,0.0,0.0,0.0,2.40305,0.0,0.0
HV-10,0.0,0.0,0.0,0.23287,0.0,50.412409999999994,0.0,0.0,0.0,0.0,0.0,0.28041,37.22995999999999,0.01195,3.87581,0.0,0.0,3.90081,3.7602200000000003,0.0,0.02828,0.0,0.0,0.0,0.26726,0.0,0.0
HV-11,0.009040000000000001,0.0,0.0,0.36278,0.0,40.73521,0.0,0.0,0.0,0.0,0.0,0.25212,34.03125,0.55614,14.0076,5.21404,0.0,2.9587000000000003,1.05752,0.0,0.81558,0.0,0.0,0.0,0.0,0.0,0.0
HV-12,0.0,0.0,0.0,0.9255500000000001,0.0,69.94632,0.0,0.0,0.0,0.0,0.0,0.16932,26.74495,0.0,0.15586,0.054329999999999996,0.0,0.07937999999999999,1.72177,0.0,0.20253000000000002,0.0,0.0,0.0,0.0,0.0,0.0
HV-13,0.0,0.0,0.0,0.03473,0.0,63.92232,0.0,0.0,0.0,0.0,0.0,0.0235,33.99586999999999,0.004070000000000001,1.19334,0.25493000000000005,0.0,0.14837,0.41315,0.0,0.00967,0.0,0.0,0.0,0.0,0.0,0.0
HV-14,0.0,0.0,0.0,0.07334,0.0,39.23537,0.0,0.0,0.0,0.0,0.0,0.35438000000000003,57.26556999999999,0.00881,0.5810199999999999,0.0,0.0,0.17103000000000002,0.05831,0.0,2.25217,0.0,0.0,0.0,0.0,0.0,0.0
HV-15,0.0,0.0,0.0,0.17520000000000002,0.0,83.06810000000002,0.0,0.0,0.0,0.0,0.0,0.25273,15.844149999999999,0.0294,0.16136000000000003,0.0,0.0,0.20847,0.04533,0.0,0.18637,0.0,0.0,0.0,0.02889,0.0,0.0
