SampleID,k__Archaea|p__Euryarchaeota|c__Methanobacteria,k__Archaea|p__Euryarchaeota|c__Methanococci,k__Bacteria|p__Actinobacteria|c__Actinobacteria,k__Bacteria|p__Bacteroidetes|c__Bacteroidia,k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname,k__Bacteria|p__Deferribacteres|c__Deferribacteres,k__Bacteria|p__Firmicutes|c__Bacilli,k__Bacteria|p__Firmicutes|c__Clostridia,k__Bacteria|p__Firmicutes|c__Erysipelotrichia,k__Bacteria|p__Firmicutes|c__Negativicutes,k__Bacteria|p__Fusobacteria|c__Fusobacteriia,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria,k__Bacteria|p__Spirochaetes|c__Spirochaetia,k__Bacteria|p__Synergistetes|c__Synergistia,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae,k__Eukaryota|p__Ascomycota|c__Saccharomycetes
CCIS10793554ST-4-0,0.00742,0.0,0.25739999999999996,12.874859999999998,0.0,0.0,8.674430000000001,77.72872999999998,0.11341,0.09537999999999999,0.0,0.0,0.14692,0.0,0.10148,0.0,0.0,0.0,0.0
CCIS11015875ST-4-0,4.41946,0.0,7.8854500000000005,32.802299999999995,0.0,0.0,0.03809,43.47333000000001,0.17310999999999999,1.55185,1.25816,0.01953,2.5305799999999996,0.0,4.65285,0.00565,0.0,1.1862700000000002,0.00332
CCIS11354283ST-4-0,2.5967499999999997,0.0,5.0386299999999995,15.860719999999995,0.0,0.0,1.19164,71.54406000000002,1.12022,0.006679999999999999,0.01726,0.1578,0.16904,0.0,0.78816,0.0,0.0,1.5090299999999999,0.0
CCIS11558985ST-4-0,0.0,0.0,0.10325999999999999,71.75611,0.0,0.0,0.4494100000000001,20.481560000000005,1.7253600000000002,3.6485,0.0,1.6752,0.11918,0.0,0.0,0.0,0.0,0.0414,0.0
CCIS12370844ST-4-0,0.09316,0.0,0.33565,23.057379999999995,0.0,0.0,0.1192,34.22235,0.0,0.01084,41.906240000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.25519000000000003,0.0
CCIS12656533ST-4-0,13.97543,0.0,3.72742,17.58653,0.006229999999999999,0.0,2.48387,26.08595,6.455050000000001,0.0,0.0,0.23736999999999997,0.23510000000000003,0.0,0.19644999999999999,0.0,0.0,29.010640000000002,0.0
CCIS13047523ST-4-0,0.00754,0.0,0.13713999999999998,30.30566999999999,0.01474,0.0,1.5104099999999996,66.49257,0.17092000000000002,0.81556,0.0,0.27593,0.18432,0.0,0.08518999999999999,0.0,0.0,0.0,0.0
CCIS14449628ST-4-0,0.0,0.0,0.43383,47.203529999999986,0.0,0.0,5.84014,33.72384,1.57027,5.5414400000000015,0.10761,0.36455,0.50177,0.043460000000000006,2.4612700000000003,0.030289999999999997,0.0,0.0,2.1780399999999998
CCIS15704761ST-4-0,0.0,0.0,0.26331,0.04623000000000001,0.0028,0.0,2.1197299999999997,59.665259999999996,3.03265,30.81388,0.07367,0.0,0.0,2.3896599999999997,1.58913,0.0,0.0,0.0,0.00366
CCIS15794887ST-4-0,0.00483,0.0,13.874490000000002,26.222839999999994,0.0,0.0,0.3791,48.725269999999995,5.7385399999999995,4.383400000000001,0.0,0.40546,0.0,0.0,0.26606,0.0,0.0,0.0,0.0
CCIS16326685ST-4-0,0.0,0.0,15.527170000000002,38.905939999999994,0.0,0.0,0.5260400000000001,26.89715,1.1917200000000001,5.090369999999999,0.0,0.2992,0.0,0.0,0.0,0.0,0.0,11.56245,0.0
CCIS16383318ST-4-0,0.0,0.0,2.10858,23.058780000000002,0.0,0.0,24.497709999999998,20.90396,7.25968,18.266859999999998,0.00054,0.12480000000000001,0.37004000000000004,0.0,3.40905,0.0,0.0,0.0,0.0
CCIS16561622ST-4-0,0.0,0.0,1.57142,39.29007,0.0012900000000000001,0.0,2.45047,52.80912,0.12301,2.25313,0.0,0.03387,0.66433,0.0052899999999999996,0.0051400000000000005,0.0,0.0,0.79284,0.0
CCIS17669415ST-4-0,0.01017,0.0,7.517610000000001,9.786979999999994,0.02932,0.0,20.103959999999994,59.529959999999996,0.49117999999999995,0.7653599999999999,0.02674,0.016,0.00826,0.0,0.90007,0.0,0.0,0.81438,0.0
CCIS21126322ST-4-0,3.2785,0.0,0.91685,11.927449999999997,0.0009699999999999999,0.0,4.26376,74.16646999999996,1.40491,3.1666800000000004,0.0,0.15592,0.08428,0.0,0.01187,0.0,0.0,0.62233,0.0
CCIS21278152ST-4-0,11.39075,0.0,1.1010900000000001,11.720559999999997,0.0,0.0,9.83121,59.99321000000001,1.9704100000000002,2.9633399999999996,0.08909,0.04461999999999999,0.23215000000000002,0.0,0.03624,0.0,0.0,0.62735,0.0
CCIS22906510ST-20-0,0.00135,0.0,1.83694,28.249879999999997,0.0,0.0,2.2918100000000003,53.32082000000002,0.64034,4.6949000000000005,2.69645,0.25903000000000004,0.14132,0.0,0.00959,0.0,0.0,5.85759,0.0
CCIS22958137ST-20-0,0.09402999999999999,0.0,0.8262299999999999,41.07802,0.00448,0.0,0.8895099999999999,47.251110000000004,2.4356500000000003,3.8690100000000003,0.10332000000000001,0.35425,0.6544300000000001,0.00106,1.25031,0.0,0.0,1.18864,0.0
CCIS23164343ST-4-0,0.0,0.0,4.992020000000002,0.97175,0.0,0.0,12.652949999999997,78.16903,0.27846000000000004,0.00264,0.0,0.0061400000000000005,0.05033,0.0,2.3701600000000003,0.0,0.0,0.50516,0.00137
CCIS24254057ST-4-0,0.00105,0.0,2.32743,60.260549999999995,0.0,0.00143,0.44565,12.065919999999998,0.10947,0.009940000000000001,0.0,0.0,0.0,0.0,0.07212,0.0,0.04124,24.665229999999998,0.0
CCIS24898163ST-4-0,0.0,0.0,3.8088800000000003,25.7395,0.0,0.0,0.0,34.021770000000004,0.0,0.02853,0.0,2.25798,33.18184,0.0,0.26154,0.0,0.0,0.03951,0.6604399999999999
CCIS25399172ST-4-0,0.94166,0.0,0.48841000000000007,25.6127,0.0,0.0,0.11987,41.693960000000004,0.11513,2.2137899999999995,0.0,0.26438,0.16948,0.0,1.6814,0.0,0.0,26.61376,0.08546000000000001
CCIS27304052ST-3-0,7.027489999999999,0.0,0.0,18.05659,0.0,0.0,0.49657,67.96302999999997,0.17812,5.10537,0.0,0.13196,0.0,0.0,0.48158,0.0,0.0,0.5593,0.0
CCIS29210128ST-4-0,0.0,0.0,1.43078,35.75648,0.0,0.0,0.5747200000000001,22.208460000000002,0.07671,36.08391,1.6389799999999999,0.34101,0.29729000000000005,0.0,0.52369,0.0,0.0,1.04925,0.01872
CCIS29688262ST-20-0,0.07095,0.0,6.8735100000000005,3.8329099999999996,0.00323,0.0,22.250499999999995,52.39687,13.761309999999996,0.5828099999999999,0.0,0.08075,0.02653,0.0,0.03683,0.0,0.0,0.0838,0.0
CCIS31434951ST-20-0,4.47256,0.0,2.24367,10.657969999999999,0.0,0.0,1.8488399999999998,76.09295999999998,1.2727,1.26226,0.0,0.1235,0.043930000000000004,0.0,1.59466,0.0,0.0,0.38697,0.0
CCIS32105356ST-4-0,4.21848,0.0,1.02196,38.06562,0.0,0.0,1.00459,44.55276000000001,0.12054,9.425740000000001,0.0,0.08121,0.09158,0.0,0.6919,0.0,0.0,0.70897,0.01668
CCIS32452666ST-4-0,0.9512799999999999,0.0,1.2079499999999999,18.85662,0.0014,0.0,3.1805,71.82603,0.09322000000000001,1.6850100000000001,0.00893,0.08020999999999999,0.07161999999999999,0.0,2.03392,0.0,0.0,0.0033,0.0
CCIS33816588ST-4-0,15.49346,0.0022199999999999998,2.10489,29.828949999999995,0.022920000000000003,0.0,3.44797,43.16528,3.8709200000000004,0.0,0.46075,0.00836,0.20553000000000002,0.2222,0.58516,0.0,0.0,0.58143,0.0
CCIS34055159ST-4-0,0.0,0.0,0.70909,6.99085,0.0,0.0,2.4307699999999994,37.312,0.43309999999999993,3.1744,0.02017,0.01794,0.89715,0.0,47.99707,0.0,0.0,0.0042,0.013250000000000001
CCIS35092938ST-4-0,0.0,0.0,2.7348600000000003,19.91833,0.0,0.0,4.542730000000001,72.46085,0.04601,0.08171999999999999,0.0,0.09481,0.03738,0.0,0.07428,0.0,0.0,0.009009999999999999,0.0
CCIS35100175ST-4-0,3.5798400000000004,0.0,0.46497000000000005,39.530249999999995,0.0,0.0,6.262650000000002,39.72119000000001,1.9700200000000003,5.39728,1.01478,0.39908000000000005,0.18287000000000003,0.15642,1.31224,0.0,0.0,0.008440000000000001,0.0
CCIS36699628ST-4-0,0.0,0.0,14.207990000000002,4.365120000000001,0.0,0.0,3.0877999999999997,61.69637000000001,1.2882200000000001,0.043340000000000004,0.0,0.07499,0.20001,0.0,15.036240000000001,0.0,0.0,0.0,0.0
CCIS36797902ST-4-0,34.36479,0.0,10.7405,26.811909999999994,0.0,0.0,0.34302,12.157079999999999,2.68724,0.00722,0.0,0.01143,0.35363,0.0,1.98179,0.0,0.0,10.54143,0.0
CCIS37250421ST-4-0,0.0,0.0,0.29648,20.33203,0.0,0.0,0.53028,72.88747000000001,0.04734999999999999,2.2761099999999996,0.0,0.15288,1.06143,0.0,2.40821,0.0,0.0,0.0,0.00775
CCIS38765456ST-20-0,11.39066,0.0,1.8139900000000002,19.36448,0.022690000000000002,0.0,2.1711000000000005,60.56891000000001,1.32141,1.0070700000000001,0.12410999999999998,0.0327,0.23391,0.0,1.88972,0.0,0.0,0.05923,0.0
CCIS40244499ST-3-0,0.0,0.0,0.03843,49.73856000000001,0.00317,0.0,2.8590299999999993,26.517400000000006,0.40424000000000004,3.76068,15.147479999999998,0.06693,0.13574,0.0,1.32833,0.0,0.0,0.0,0.0
CCIS41288781ST-4-0,0.0,0.0,26.780900000000003,28.805120000000002,0.0,0.0,1.3564100000000001,31.04676,1.8935399999999998,0.07941000000000001,0.0,0.06135,0.87333,0.0,9.00975,0.0,0.0,0.06594,0.027469999999999998
CCIS41548810ST-4-0,0.34759,0.0,5.404910000000001,41.64468999999999,0.0,0.0,0.0,47.734829999999995,0.0634,0.98207,0.0,1.94147,0.5494600000000001,0.0,0.32466,0.0,0.0,0.9179799999999999,0.08893999999999999
CCIS41692898ST-4-0,0.0,0.0,15.35962,22.61075,0.0,0.0,0.7711399999999999,59.54345,0.04451,0.6487799999999999,0.0,0.37034999999999996,0.26342,0.0,0.38797,0.0,0.0,0.0,0.0
CCIS41806458ST-4-0,6.3407599999999995,0.0,0.63905,3.6747099999999997,0.0,0.0,59.35986,28.19383,0.24933,0.11134000000000002,0.0,0.01842,0.04745,0.0,0.32639,0.0,0.0,1.03885,0.0
CCIS44093303ST-4-0,0.0,0.0,1.4775600000000002,47.21826000000001,0.0,0.0,0.5959,43.4316,6.4834000000000005,0.044230000000000005,0.0,0.0,0.11334,0.0,0.63281,0.0,0.0,0.0029,0.0
CCIS44676181ST-4-0,0.0,0.0,3.14755,5.311489999999999,0.0,0.0,4.8960799999999995,81.86363,0.0635,2.76487,0.0,0.0,0.20590999999999998,0.0,0.07762,0.0,0.0,1.66937,0.0
CCIS44743950ST-4-0,0.12043,0.0,1.39623,29.456710000000008,0.0,0.0,2.1492199999999997,64.00803,0.13666,0.47548,0.0,0.16799,0.16247999999999999,0.0,1.8622800000000002,0.0,0.0,0.06452000000000001,0.0
CCIS45571137ST-3-0,0.8024600000000001,0.0,0.12409,25.347189999999998,0.0,0.0,0.07292,70.90584000000001,0.2097,2.30021,0.0,0.013890000000000001,0.0,0.0,0.056470000000000006,0.0,0.0,0.0,0.16721
CCIS46047672ST-4-0,0.56367,0.0,0.6916599999999999,37.118249999999996,0.0,0.0,5.181260000000002,48.634009999999996,2.32714,0.0,0.0,0.0,0.0,0.0,4.709230000000001,0.0,0.0,0.77474,0.0
CCIS46467422ST-4-0,0.0,0.0,4.46404,85.98994,0.0,0.0,0.10400000000000001,7.9043600000000005,0.0,1.26844,0.0,0.07691,0.0,0.0,0.19230999999999998,0.0,0.0,0.0,0.0
CCIS47284573ST-4-0,7.63435,0.0,6.430079999999999,31.720150000000007,0.0,0.0,0.6973400000000001,44.28649999999998,0.039189999999999996,7.736390000000001,0.0,0.05913,0.17908,0.0,0.33141,0.0,0.0,0.8864,0.0
CCIS48174381ST-4-0,0.07534,0.0,2.7173499999999997,24.42412999999999,0.0,0.0,9.815909999999999,51.24631,5.997960000000001,2.36483,0.0,0.41329,0.15264999999999998,0.0,1.9154900000000001,0.0,0.0,0.8767799999999999,0.0
CCIS48507077ST-4-0,0.05801,0.0,0.6822699999999999,51.72822999999999,0.02061,0.0,1.6059999999999999,39.3327,0.35392999999999997,4.00206,0.013999999999999999,0.73128,0.18668,0.0,1.0941699999999999,0.0,0.0,0.19008,0.0
CCIS48579360ST-4-0,3.1590599999999998,0.0,0.30202999999999997,36.758100000000006,0.0,0.0,0.28652000000000005,52.819739999999996,5.9295300000000015,0.20900000000000002,0.0,0.12942,0.02331,0.0,0.06835,0.0,0.0,0.31487,0.0
CCIS48725289ST-4-0,0.0,0.0,0.91647,19.589549999999992,0.0,0.0,0.97122,70.89390999999999,0.043,4.56353,0.0,0.14309,0.02554,0.0,2.72958,0.0,0.0,0.12409,0.0
CCIS50003399ST-4-0,0.0,0.0,9.7387,16.046100000000003,0.0,0.0,2.41709,70.94176000000002,0.07199,0.5682699999999999,0.0,0.14885,0.0,0.0,0.04937,0.0,0.0,0.01789,0.0
CCIS50148151ST-4-0,0.0,0.0,0.74662,40.00048999999999,0.0,0.0,3.8728800000000008,43.67331,0.3322,11.14083,0.0,0.04432,0.0,0.0,0.13584000000000002,0.0,0.053489999999999996,0.0,0.0
CCIS50369211ST-20-0,0.0,0.0,26.93674,0.058499999999999996,0.0,0.0,3.8472500000000003,62.59936,6.24012,0.05377,0.0,0.0,0.0,0.0,0.26428,0.0,0.0,0.0,0.0
CCIS50471204ST-4-0,2.32554,0.0,1.22486,18.684199999999997,0.00049,0.0,4.3887100000000006,69.38461999999998,2.6102599999999994,0.00079,0.0,0.2195,0.41363999999999995,0.0,0.22071,0.0,0.0,0.52669,0.0
CCIS51595129ST-4-0,1.28275,0.0,0.9463999999999999,19.43901,0.0,0.0,2.9282399999999997,71.53235000000002,2.0146499999999996,1.4570500000000002,0.0,0.11557999999999999,0.07782,0.0,0.20207,0.0,0.0,0.0041,0.0
CCIS52370277ST-4-0,0.14223,0.0,3.05727,37.51603,0.0,0.0,1.13615,49.07286000000001,0.44968,3.0445800000000003,0.0,0.3058199999999999,0.57961,0.0,2.5735599999999996,0.0,0.0,2.12226,0.0
CCIS53043478ST-4-0,4.78599,0.0,3.60339,44.85303,0.0,0.0,0.8246300000000001,39.41114999999999,4.82506,0.70408,0.34421,0.0425,0.31779999999999997,0.0,0.28814000000000006,0.0,0.0,0.0,0.0
CCIS53355328ST-4-0,11.99808,0.0,4.92476,30.752910000000004,0.0,0.0,1.6469400000000003,43.25118,0.43003,0.00897,0.13280999999999998,0.13264,0.12268,0.0,0.06078,0.0,0.0,6.53822,0.0
CCIS53557295ST-4-0,0.03358,0.0,15.42296,23.817869999999996,0.0,0.0,0.39685000000000004,56.83403999999998,0.46251000000000003,0.5589000000000001,0.0,0.13929000000000002,0.164,0.0,0.59716,0.0,0.0,1.57287,0.0
CCIS54027808ST-4-0,0.08576,0.0,3.1291300000000004,20.314180000000004,0.0,0.0,28.80745,38.758709999999994,7.20334,1.30388,0.0,0.00295,0.0,0.0,0.39454,0.0,0.0,0.0,0.0
CCIS55230578ST-4-0,6.4314,0.0,2.1536700000000004,20.661019999999997,0.01838,0.0,5.64575,57.672869999999996,0.02609,3.22274,0.0,0.12725,0.28874000000000005,0.0,3.74137,0.0,0.0,0.01066,0.0
CCIS55531770ST-4-0,0.0,0.0,0.6194299999999999,29.687050000000003,0.0,0.0,0.51432,68.13804,0.09045,0.46806,0.0,0.0,0.0,0.029830000000000002,0.0,0.0,0.0,0.4528,0.0
CCIS58234805ST-4-0,0.68035,0.0,0.98353,14.552579999999999,0.0,0.0,3.3189199999999994,62.99712999999999,3.7884700000000002,1.53806,7.351509999999999,0.01674,0.21715,0.0,0.55382,0.0,0.0,4.00169,0.0
CCIS59132091ST-4-0,5.33614,0.0,4.11318,0.5645,0.00918,0.0,4.13106,84.43585000000003,0.10013999999999998,0.01268,0.0,0.0,0.029669999999999995,0.0,0.12803,0.0,0.0,1.1395899999999999,0.0
CCIS59903910ST-4-0,0.0,0.0,1.32874,17.174300000000002,0.0,0.0,7.99,65.02977000000001,0.38877999999999996,3.9568700000000003,0.01125,0.0023899999999999998,0.12722,0.004529999999999999,3.98617,0.0,0.0,0.0,0.0
CCIS61287323ST-4-0,0.13594,0.0,1.09206,22.984740000000002,0.0009699999999999999,0.0,10.168449999999998,36.70046000000001,2.08041,4.30388,0.7474799999999999,0.32477,0.21345999999999998,0.0077599999999999995,21.19141,0.0,0.0,0.0482,0.0
CCIS62605362ST-3-0,3.2886800000000003,0.0,0.76453,37.04609000000001,0.0,0.0,0.9418000000000002,53.03565999999999,1.57638,0.9791900000000001,0.00366,0.03697,0.19815,0.0,2.12892,0.0,0.0,0.0,0.0
CCIS62794166ST-4-0,3.9748099999999997,0.0,1.06143,50.129580000000004,0.0,0.0,3.85042,28.436589999999995,3.51922,0.0,0.0,0.0,0.66896,0.0,6.16141,0.0,0.0,2.1975700000000002,0.0
CCIS63468405ST-4-0,0.00719,0.0,1.8910500000000001,28.469119999999997,0.012899999999999998,0.0,4.261699999999999,44.07446000000001,1.38893,2.58263,0.0,0.0686,0.047189999999999996,0.0,13.81751,0.0,0.00987,3.3688599999999997,0.0
CCIS63910149ST-4-0,0.0,0.0,2.73601,13.860199999999999,0.0,0.0,5.80936,76.27764999999998,0.15005,0.0,0.0,0.22821,0.0,0.0,0.03163,0.01677,0.0,0.89008,0.0
CCIS64773582ST-4-0,1.9908800000000002,0.0,0.5323899999999999,46.76965999999999,0.0,0.0,0.9310599999999999,45.00475,0.4629,1.3844400000000001,0.0,1.62076,0.15335,0.0,1.13627,0.0,0.0,0.01355,0.0
CCIS64785924ST-20-0,1.28541,0.0,14.82962,8.973230000000001,0.0,0.0,5.459969999999999,61.00436000000001,0.91545,0.13663999999999998,0.0,0.08602,0.0,0.0,0.0,0.0,0.0,7.309360000000001,0.0
CCIS65479369ST-4-0,0.0,0.0,6.74192,19.13495,0.0,0.0,2.42049,54.59526000000001,3.26495,2.08091,10.45737,0.03615,0.54745,0.0,0.7205499999999999,0.0,0.0,0.0,0.0
CCIS70398272ST-4-0,0.0,0.0,2.3635000000000006,36.4244,0.0,0.0,5.870049999999999,55.10999000000001,0.05963,0.02486,0.0,0.04601,0.055150000000000005,0.0,0.04639,0.0,0.0,0.0,0.0
CCIS71301801ST-4-0,0.0,0.0,0.21246999999999996,53.40834000000001,0.0,0.0,0.01158,39.089119999999994,3.32666,2.57905,0.01975,0.79137,0.54831,0.00062,0.0,0.0,0.0,0.01278,0.0
CCIS71578391ST-4-0,1.80844,0.0,2.29419,17.03878,0.0008699999999999999,0.0,1.65115,73.76266,1.42166,1.56657,0.0,0.14445,0.01854,0.0,0.25756,0.0,0.0,0.03461,0.00045999999999999996
CCIS72607085ST-4-0,0.0,0.0,0.85842,41.95211000000001,0.0,0.0,12.631609999999998,9.9479,4.5293,5.7812600000000005,0.0,0.42855,0.26785,0.0,9.59453,0.0,0.0,13.61341,0.39508
CCIS74239020ST-4-0,0.017689999999999997,0.0,2.76787,19.34081,0.0,0.0,2.40157,57.15057999999999,16.39477,1.6057399999999997,0.0,0.16652,0.04873,0.0,0.09245999999999999,0.0,0.0,0.01323,0.0
CCIS74726977ST-3-0,3.13579,0.0,0.42249,27.984200000000005,0.00635,0.0,2.1173600000000006,51.56877999999999,8.15949,5.242239999999999,0.0,0.40797,0.67816,0.0,0.27717,0.0,0.0,0.0,0.0
CCIS76563044ST-4-0,1.2084,0.0,3.34806,22.818059999999996,0.0,0.0,0.64611,34.274719999999995,1.63181,35.84753,0.0,0.1612,0.035160000000000004,0.0,0.02514,0.0,0.0,0.00381,0.0
CCIS76845094ST-20-0,0.00161,0.0,0.19374999999999998,24.90939,0.0,0.0,0.54461,65.44337000000002,0.43854000000000004,6.788449999999999,0.16917000000000001,0.040619999999999996,0.16113,0.010320000000000001,1.2880999999999998,0.0,0.0,0.0017,0.00926
CCIS77252613ST-4-0,0.02171,0.0,3.0406199999999997,33.44771,0.0,0.0,1.4253200000000001,42.26766000000001,9.83191,8.76878,0.31974,0.5677099999999999,0.00277,0.0068200000000000005,0.2906,0.0,0.0,0.00857,0.0
CCIS78100604ST-4-0,0.0,0.0,5.14582,24.07343999999999,0.0,0.0,1.0037200000000002,64.16255,0.06654,4.549580000000001,0.0,0.56959,0.0,0.0,0.42871000000000004,0.0,0.0,0.0,0.0
CCIS78318719ST-4-0,3.7942600000000004,0.0,2.5362199999999997,10.67173,0.0,0.0,0.13168999999999997,72.46204,0.38509,4.2703999999999995,0.0,0.0,0.18169,0.0,5.27933,0.0,0.0,0.0069299999999999995,0.28063000000000005
CCIS79210440ST-3-0,10.13883,0.0,0.0,28.63982,0.0,0.0,1.05022,48.30567000000001,3.90583,1.8546399999999998,0.0,0.0,0.01913,0.0,5.78721,0.0,0.0,0.29865,0.0
CCIS80834637ST-4-0,0.05404,0.0,0.6756499999999999,38.44065,0.0,0.0,2.6881299999999997,56.65356999999999,0.16928,0.48611000000000004,0.0,0.53047,0.1432,0.0,0.06461,0.0,0.0,0.09433,0.0
CCIS81139242ST-4-0,0.0,0.0,3.17186,19.883910000000004,0.0,0.0,1.2514799999999997,71.81111999999997,3.11924,0.5579799999999999,0.0,0.11850999999999999,0.0,0.0,0.06391,0.02167,0.0,0.0,0.00029
CCIS81710917ST-20-0,17.96421,0.0,30.69424,9.309429999999995,0.0,0.0,1.37158,29.409079999999996,3.4870699999999992,2.91398,0.0,0.00287,0.12617,0.0,4.484030000000001,0.0,0.11035,0.12700999999999998,0.0
CCIS81887263ST-4-0,5.61908,0.0,1.62936,25.27435,0.0,0.0,0.5671,57.42134,5.099140000000001,0.004370000000000001,0.0,0.24541999999999997,0.12136000000000001,0.0,1.3320499999999997,0.0,0.0,2.68641,0.0
CCIS82507866ST-3-0,1.1574799999999998,0.0,0.02084,37.22623,0.0,0.0,0.45228,59.858360000000005,1.07752,0.0,0.0,0.16130999999999998,0.0,0.0,0.045959999999999994,0.0,0.0,0.0,0.0
CCIS82944710ST-20-0,0.06326999999999999,0.0,3.2532500000000004,10.65727,0.0,0.0,5.223559999999999,78.30855999999999,0.02685,2.22175,0.0,0.08624,0.044969999999999996,0.0,0.0,0.0,0.0,0.11425999999999999,0.0
CCIS83445808ST-4-0,0.00976,0.0,1.31528,18.12773,0.010100000000000001,0.0,0.6730700000000001,51.40460999999999,0.76145,24.562220000000003,0.0,0.03461,1.3104299999999998,0.0,1.6790399999999996,0.0,0.0,0.059579999999999994,0.05212000000000001
CCIS83870198ST-4-0,0.03827,0.0,2.9572000000000003,35.21014,0.0,0.0,0.26213,50.86587,0.056339999999999994,5.428069999999999,0.0,0.1297,0.8282200000000001,0.0,0.6767999999999997,0.0,0.0,2.17849,1.3688299999999998
CCIS84543192ST-4-0,0.28126,0.0,4.81967,50.9205,0.0,0.0,0.55953,31.96576,0.49063,6.07069,0.0,1.03757,0.2188,0.0,0.44636000000000003,0.0,0.0,3.18926,0.0
CCIS85214191ST-3-0,0.0,0.0,0.017070000000000002,69.35448,0.0,0.0,0.010589999999999999,25.046040000000005,0.49038,2.58917,0.0,0.018369999999999997,0.044660000000000005,0.0,2.4292200000000004,0.0,0.0,0.0,0.0
CCIS87116798ST-4-0,10.72833,0.0,0.6745099999999999,22.156879999999997,0.0,0.0,4.43358,50.88848,6.629549999999999,2.34435,0.03899,0.06373,0.48142,0.11985,0.6374099999999999,0.0,0.0,0.80294,0.0
CCIS87167916ST-4-0,0.14675,0.0,2.8901200000000005,24.45922,0.0,0.0,0.0,21.79941,0.03376,9.998309999999998,0.0,0.03084,7.707269999999999,0.0,30.40013,0.0,0.72424,1.8099900000000002,0.0
