SampleID,k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales,k__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales,k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname,k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales,k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales,k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales,k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales
CCIS10793554ST-4-0,0.00742,0.0,0.053509999999999995,0.013680000000000001,0.19021,12.874859999999998,0.0,0.0,0.026969999999999997,8.64746,77.72872999999998,0.11341,0.09537999999999999,0.0,0.0,0.0,0.14692,0.0,0.0,0.0,0.10148,0.0,0.0,0.0,0.0,0.0
CCIS11015875ST-4-0,4.41946,0.0,0.01581,7.01816,0.8514799999999999,32.802299999999995,0.0,0.0,0.0,0.03809,43.47333000000001,0.17310999999999999,1.55185,1.25816,0.01953,0.0,2.5305799999999996,0.0,0.0,4.65285,0.0,0.0,0.00565,0.0,1.1862700000000002,0.00332
CCIS11354283ST-4-0,2.5967499999999997,0.0,0.05337,2.8037599999999996,2.1814999999999998,15.860719999999995,0.0,0.0,0.00242,1.18922,71.54406000000002,1.12022,0.006679999999999999,0.01726,0.1578,0.0,0.16904,0.0,0.0,0.78816,0.0,0.0,0.0,0.0,1.5090299999999999,0.0
CCIS11558985ST-4-0,0.0,0.0,0.0,0.0,0.10325999999999999,71.75611,0.0,0.0,0.0,0.4494100000000001,20.481560000000005,1.7253600000000002,3.6485,0.0,1.6752,0.0,0.11918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0414,0.0
CCIS12370844ST-4-0,0.09316,0.0,0.0,0.0,0.33565,23.057379999999995,0.0,0.0,0.0,0.1192,34.22235,0.0,0.01084,41.906240000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25519000000000003,0.0
CCIS12656533ST-4-0,13.97543,0.0,0.01093,2.1368099999999997,1.5796799999999998,17.58653,0.006229999999999999,0.0,0.01125,2.47262,26.08595,6.455050000000001,0.0,0.0,0.23736999999999997,0.0,0.23510000000000003,0.0,0.0,0.19305,0.0034,0.0,0.0,0.0,29.010640000000002,0.0
CCIS13047523ST-4-0,0.00754,0.0,0.00081,0.021339999999999998,0.11499,30.30566999999999,0.01474,0.0,0.015250000000000001,1.4951599999999996,66.49257,0.17092000000000002,0.81556,0.0,0.27593,0.0,0.18432,0.0,0.0,0.08518999999999999,0.0,0.0,0.0,0.0,0.0,0.0
CCIS14449628ST-4-0,0.0,0.0,0.03222,0.007409999999999999,0.3942,47.203529999999986,0.0,0.0,0.05923,5.78091,33.72384,1.57027,5.5414400000000015,0.10761,0.36455,0.0,0.50177,0.043460000000000006,0.03216,0.5456099999999999,1.8835000000000002,0.0,0.030289999999999997,0.0,0.0,2.1780399999999998
CCIS15704761ST-4-0,0.0,0.0,0.00282,0.23740999999999998,0.02308,0.04623000000000001,0.0028,0.0,0.031030000000000002,2.0887,59.665259999999996,3.03265,30.81388,0.07367,0.0,0.0,0.0,2.3896599999999997,0.0,1.39878,0.19035,0.0,0.0,0.0,0.0,0.00366
CCIS15794887ST-4-0,0.00483,0.0,0.07635,10.233070000000001,3.5650700000000004,26.222839999999994,0.0,0.0,0.0,0.3791,48.725269999999995,5.7385399999999995,4.383400000000001,0.0,0.40546,0.0,0.0,0.0,0.0,0.054720000000000005,0.13154000000000002,0.0798,0.0,0.0,0.0,0.0
CCIS16326685ST-4-0,0.0,0.0,0.0,12.42989,3.0972799999999996,38.905939999999994,0.0,0.0,0.039060000000000004,0.48698,26.89715,1.1917200000000001,5.090369999999999,0.0,0.2992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.56245,0.0
CCIS16383318ST-4-0,0.0,0.0,0.046200000000000005,0.7949700000000001,1.26741,23.058780000000002,0.0,0.0,0.00676,24.490949999999998,20.90396,7.25968,18.266859999999998,0.00054,0.12480000000000001,0.0,0.37004000000000004,0.0,0.0,3.39915,0.00065,0.00925,0.0,0.0,0.0,0.0
CCIS16561622ST-4-0,0.0,0.0,0.00335,0.60689,0.96118,39.29007,0.0012900000000000001,0.0,0.01719,2.4332800000000003,52.80912,0.12301,2.25313,0.0,0.03387,0.0,0.66433,0.0052899999999999996,0.0,0.0051400000000000005,0.0,0.0,0.0,0.0,0.79284,0.0
CCIS17669415ST-4-0,0.01017,0.0,0.27545,5.54068,1.7014799999999999,9.786979999999994,0.02932,0.0,0.22463,19.879329999999996,59.529959999999996,0.49117999999999995,0.7653599999999999,0.02674,0.016,0.0,0.00826,0.0,0.0,0.89207,0.008,0.0,0.0,0.0,0.81438,0.0
CCIS21126322ST-4-0,3.2785,0.0,0.06603,0.8071699999999999,0.04365,11.927449999999997,0.0009699999999999999,0.0,0.03238,4.231380000000001,74.16646999999996,1.40491,3.1666800000000004,0.0,0.15592,0.0,0.08428,0.0,0.0,0.0,0.01187,0.0,0.0,0.0,0.62233,0.0
CCIS21278152ST-4-0,11.39075,0.0,0.0,0.38148000000000004,0.7196100000000001,11.720559999999997,0.0,0.0,0.0,9.83121,59.99321000000001,1.9704100000000002,2.9633399999999996,0.08909,0.04461999999999999,0.0,0.23215000000000002,0.0,0.0,0.03624,0.0,0.0,0.0,0.0,0.62735,0.0
CCIS22906510ST-20-0,0.00135,0.0,0.01384,0.0096,1.8135,28.249879999999997,0.0,0.0,0.0103,2.2815100000000004,53.32082000000002,0.64034,4.6949000000000005,2.69645,0.25903000000000004,0.0,0.14132,0.0,0.00105,0.008539999999999999,0.0,0.0,0.0,0.0,5.85759,0.0
CCIS22958137ST-20-0,0.09402999999999999,0.0,0.04809,0.18206,0.5960799999999999,41.07802,0.00448,0.0,0.04980999999999999,0.8397,47.251110000000004,2.4356500000000003,3.8690100000000003,0.10332000000000001,0.35425,0.0,0.6544300000000001,0.00106,0.0,1.18497,0.06534,0.0,0.0,0.0,1.18864,0.0
CCIS23164343ST-4-0,0.0,0.0,0.13035,3.7882100000000003,1.07346,0.97175,0.0,0.0,0.0,12.652949999999997,78.16903,0.27846000000000004,0.00264,0.0,0.0061400000000000005,0.0,0.05033,0.0,0.0,2.36256,0.0076,0.0,0.0,0.0,0.50516,0.00137
CCIS24254057ST-4-0,0.00105,0.0,0.03785,0.04371,2.24587,60.260549999999995,0.0,0.00143,0.0,0.44565,12.065919999999998,0.10947,0.009940000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.05891,0.01321,0.0,0.0,0.04124,24.665229999999998,0.0
CCIS24898163ST-4-0,0.0,0.0,0.8227800000000001,0.0,2.9861,25.7395,0.0,0.0,0.0,0.0,34.021770000000004,0.0,0.02853,0.0,2.25798,0.0,33.18184,0.0,0.0,0.26154,0.0,0.0,0.0,0.0,0.03951,0.6604399999999999
CCIS25399172ST-4-0,0.94166,0.0,0.0,0.21143,0.27698000000000006,25.6127,0.0,0.0,0.0,0.11987,41.693960000000004,0.11513,2.2137899999999995,0.0,0.26438,0.0,0.16948,0.0,0.0,1.5418800000000001,0.0,0.13952,0.0,0.0,26.61376,0.08546000000000001
CCIS27304052ST-3-0,7.027489999999999,0.0,0.0,0.0,0.0,18.05659,0.0,0.0,0.0,0.49657,67.96302999999997,0.17812,5.10537,0.0,0.13196,0.0,0.0,0.0,0.0,0.23731,0.24427,0.0,0.0,0.0,0.5593,0.0
CCIS29210128ST-4-0,0.0,0.0,0.02936,0.51374,0.88768,35.75648,0.0,0.0,0.02418,0.5505400000000001,22.208460000000002,0.07671,36.08391,1.6389799999999999,0.34101,0.0,0.29729000000000005,0.0,0.51178,0.01191,0.0,0.0,0.0,0.0,1.04925,0.01872
CCIS29688262ST-20-0,0.07095,0.0,0.7080999999999998,3.12518,3.0402299999999998,3.8329099999999996,0.00323,0.0,0.12294,22.127559999999995,52.39687,13.761309999999996,0.5828099999999999,0.0,0.08075,0.0,0.02653,0.0,0.0,0.03683,0.0,0.0,0.0,0.0,0.0838,0.0
CCIS31434951ST-20-0,4.47256,0.0,0.0,1.67439,0.56928,10.657969999999999,0.0,0.0,0.009179999999999999,1.8396599999999999,76.09295999999998,1.2727,1.26226,0.0,0.1235,0.0,0.043930000000000004,0.0,0.0,1.5776,0.01706,0.0,0.0,0.0,0.38697,0.0
CCIS32105356ST-4-0,4.21848,0.0,0.030160000000000003,0.33453,0.65727,38.06562,0.0,0.0,0.0,1.00459,44.55276000000001,0.12054,9.425740000000001,0.0,0.08121,0.0,0.09158,0.0,0.0,0.67918,0.01272,0.0,0.0,0.0,0.70897,0.01668
CCIS32452666ST-4-0,0.9512799999999999,0.0,0.0786,0.23936999999999997,0.88998,18.85662,0.0014,0.0,0.00626,3.1742399999999997,71.82603,0.09322000000000001,1.6850100000000001,0.00893,0.06488999999999999,0.01532,0.07161999999999999,0.0,0.0,1.17355,0.8603700000000001,0.0,0.0,0.0,0.0033,0.0
CCIS33816588ST-4-0,15.49346,0.0022199999999999998,0.57195,1.08339,0.44955,29.828949999999995,0.022920000000000003,0.0,2.89217,0.5558,43.16528,3.8709200000000004,0.0,0.46075,0.00836,0.0,0.20553000000000002,0.2222,0.0978,0.48736,0.0,0.0,0.0,0.0,0.58143,0.0
CCIS34055159ST-4-0,0.0,0.0,0.17289000000000002,0.11227000000000001,0.42393,6.99085,0.0,0.0,0.0,2.4307699999999994,37.312,0.43309999999999993,3.1744,0.02017,0.01794,0.0,0.89715,0.0,0.0,47.95488,0.04219,0.0,0.0,0.0,0.0042,0.013250000000000001
CCIS35092938ST-4-0,0.0,0.0,0.008369999999999999,2.4949000000000003,0.23159,19.91833,0.0,0.0,0.02732,4.515410000000001,72.46085,0.04601,0.08171999999999999,0.0,0.09481,0.0,0.03738,0.0,0.0,0.01172,0.06256,0.0,0.0,0.0,0.009009999999999999,0.0
CCIS35100175ST-4-0,3.5798400000000004,0.0,0.13466999999999998,0.13074000000000002,0.19956000000000004,39.530249999999995,0.0,0.0,0.1469,6.115750000000001,39.72119000000001,1.9700200000000003,5.39728,1.01478,0.39908000000000005,0.0,0.18287000000000003,0.15642,0.0,0.29156,1.02068,0.0,0.0,0.0,0.008440000000000001,0.0
CCIS36699628ST-4-0,0.0,0.0,0.032260000000000004,12.82259,1.35314,4.365120000000001,0.0,0.0,0.0101,3.0776999999999997,61.69637000000001,1.2882200000000001,0.043340000000000004,0.0,0.07499,0.0,0.20001,0.0,0.0,15.035210000000001,0.00103,0.0,0.0,0.0,0.0,0.0
CCIS36797902ST-4-0,34.36479,0.0,0.02524,8.577250000000001,2.13801,26.811909999999994,0.0,0.0,0.02021,0.32281,12.157079999999999,2.68724,0.00722,0.0,0.01143,0.0,0.35363,0.0,0.0,1.9720499999999999,0.00974,0.0,0.0,0.0,10.54143,0.0
CCIS37250421ST-4-0,0.0,0.0,0.01137,0.00891,0.2762,20.33203,0.0,0.0,0.0,0.53028,72.88747000000001,0.04734999999999999,2.2761099999999996,0.0,0.15288,0.0,1.06143,0.0,0.0,2.03544,0.04718,0.32559,0.0,0.0,0.0,0.00775
CCIS38765456ST-20-0,11.39066,0.0,0.01645,0.37498,1.4225600000000003,19.36448,0.022690000000000002,0.0,1.34934,0.8217599999999998,60.56891000000001,1.32141,1.0070700000000001,0.12410999999999998,0.0327,0.0,0.23391,0.0,0.0,1.88569,0.004030000000000001,0.0,0.0,0.0,0.05923,0.0
CCIS40244499ST-3-0,0.0,0.0,0.01063,0.0,0.0278,49.73856000000001,0.00317,0.0,0.16294999999999998,2.69608,26.517400000000006,0.40424000000000004,3.76068,15.147479999999998,0.06693,0.0,0.13574,0.0,0.0,0.01094,1.31739,0.0,0.0,0.0,0.0,0.0
CCIS41288781ST-4-0,0.0,0.0,0.02626,25.38703,1.36761,28.805120000000002,0.0,0.0,0.0032700000000000003,1.35314,31.04676,1.8935399999999998,0.07941000000000001,0.0,0.06135,0.0,0.87333,0.0,0.0,9.00975,0.0,0.0,0.0,0.0,0.06594,0.027469999999999998
CCIS41548810ST-4-0,0.34759,0.0,0.0,5.361160000000001,0.043750000000000004,41.64468999999999,0.0,0.0,0.0,0.0,47.734829999999995,0.0634,0.98207,0.0,1.94147,0.0,0.5494600000000001,0.0,0.0,0.27964,0.04502,0.0,0.0,0.0,0.9179799999999999,0.08893999999999999
CCIS41692898ST-4-0,0.0,0.0,0.0019199999999999998,14.4629,0.8948,22.61075,0.0,0.0,0.03418,0.7369599999999998,59.54345,0.04451,0.6487799999999999,0.0,0.37034999999999996,0.0,0.26342,0.0,0.0,0.33232,0.05565,0.0,0.0,0.0,0.0,0.0
CCIS41806458ST-4-0,6.3407599999999995,0.0,0.0028699999999999997,0.43429999999999996,0.20187999999999998,3.6747099999999997,0.0,0.0,0.0132,59.34666,28.19383,0.24933,0.11134000000000002,0.0,0.01842,0.0,0.04745,0.0,0.0,0.31069,0.0157,0.0,0.0,0.0,1.03885,0.0
CCIS44093303ST-4-0,0.0,0.0,0.015220000000000001,0.015090000000000001,1.4472500000000001,47.21826000000001,0.0,0.0,0.01833,0.5775699999999999,43.4316,6.4834000000000005,0.044230000000000005,0.0,0.0,0.0,0.11334,0.0,0.0,0.63281,0.0,0.0,0.0,0.0,0.0029,0.0
CCIS44676181ST-4-0,0.0,0.0,0.00715,2.38098,0.7594200000000001,5.311489999999999,0.0,0.0,0.06246,4.83362,81.86363,0.0635,2.76487,0.0,0.0,0.0,0.20590999999999998,0.0,0.0,0.07762,0.0,0.0,0.0,0.0,1.66937,0.0
CCIS44743950ST-4-0,0.12043,0.0,0.02992,0.22057,1.14574,29.456710000000008,0.0,0.0,0.00099,2.14823,64.00803,0.13666,0.47548,0.0,0.16799,0.0,0.16247999999999999,0.0,0.0,1.7553900000000002,0.10689000000000001,0.0,0.0,0.0,0.06452000000000001,0.0
CCIS45571137ST-3-0,0.8024600000000001,0.0,0.0,0.09016,0.03393,25.347189999999998,0.0,0.0,0.01563,0.057289999999999994,70.90584000000001,0.2097,2.30021,0.0,0.013890000000000001,0.0,0.0,0.0,0.0,0.056470000000000006,0.0,0.0,0.0,0.0,0.0,0.16721
CCIS46047672ST-4-0,0.56367,0.0,0.0,0.0345,0.65716,37.118249999999996,0.0,0.0,0.02395,5.157310000000002,48.634009999999996,2.32714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.709230000000001,0.0,0.0,0.0,0.0,0.77474,0.0
CCIS46467422ST-4-0,0.0,0.0,0.0,4.09111,0.37293000000000004,85.98994,0.0,0.0,0.0,0.10400000000000001,7.9043600000000005,0.0,1.26844,0.0,0.07691,0.0,0.0,0.0,0.0,0.18270999999999998,0.0096,0.0,0.0,0.0,0.0,0.0
CCIS47284573ST-4-0,7.63435,0.0,0.0035600000000000002,6.295259999999999,0.13126,31.720150000000007,0.0,0.0,0.0,0.6973400000000001,44.28649999999998,0.039189999999999996,7.736390000000001,0.0,0.05913,0.0,0.17908,0.0,0.0,0.33141,0.0,0.0,0.0,0.0,0.8864,0.0
CCIS48174381ST-4-0,0.07534,0.0,0.25838,0.24816,2.21081,24.42412999999999,0.0,0.0,0.0,9.815909999999999,51.24631,5.997960000000001,2.36483,0.0,0.41329,0.0,0.15264999999999998,0.0,0.0,1.9154900000000001,0.0,0.0,0.0,0.0,0.8767799999999999,0.0
CCIS48507077ST-4-0,0.05801,0.0,0.0,0.12972,0.55255,51.72822999999999,0.02061,0.0,0.01302,1.5929799999999998,39.3327,0.35392999999999997,4.00206,0.013999999999999999,0.73128,0.0,0.18668,0.0,0.0,1.0605499999999999,0.03362,0.0,0.0,0.0,0.19008,0.0
CCIS48579360ST-4-0,3.1590599999999998,0.0,0.0,0.03912,0.26291,36.758100000000006,0.0,0.0,0.0,0.28652000000000005,52.819739999999996,5.9295300000000015,0.20900000000000002,0.0,0.12942,0.0,0.02331,0.0,0.0,0.06555,0.0028,0.0,0.0,0.0,0.31487,0.0
CCIS48725289ST-4-0,0.0,0.0,0.0018100000000000002,0.38051,0.53415,19.589549999999992,0.0,0.0,0.07206,0.89916,70.89390999999999,0.043,4.56353,0.0,0.14309,0.0,0.02554,0.0,0.0,0.0173,2.71228,0.0,0.0,0.0,0.12409,0.0
CCIS50003399ST-4-0,0.0,0.0,0.006529999999999999,9.46638,0.26578999999999997,16.046100000000003,0.0,0.0,0.00302,2.41407,70.94176000000002,0.07199,0.5682699999999999,0.0,0.14885,0.0,0.0,0.0,0.0,0.0023899999999999998,0.04698,0.0,0.0,0.0,0.01789,0.0
CCIS50148151ST-4-0,0.0,0.0,0.06195,0.0,0.68467,40.00048999999999,0.0,0.0,0.0,3.8728800000000008,43.67331,0.3322,11.14083,0.0,0.0,0.04432,0.0,0.0,0.0,0.05067,0.08517000000000001,0.0,0.0,0.053489999999999996,0.0,0.0
CCIS50369211ST-20-0,0.0,0.0,0.0,0.0,26.93674,0.058499999999999996,0.0,0.0,0.0,3.8472500000000003,62.59936,6.24012,0.05377,0.0,0.0,0.0,0.0,0.0,0.0,0.26428,0.0,0.0,0.0,0.0,0.0,0.0
CCIS50471204ST-4-0,2.32554,0.0,0.00344,0.01183,1.20959,18.684199999999997,0.00049,0.0,0.007689999999999999,4.38102,69.38461999999998,2.6102599999999994,0.00079,0.0,0.2195,0.0,0.41363999999999995,0.0,0.0,0.22071,0.0,0.0,0.0,0.0,0.52669,0.0
CCIS51595129ST-4-0,1.28275,0.0,0.0,0.81424,0.13216,19.43901,0.0,0.0,0.0,2.9282399999999997,71.53235000000002,2.0146499999999996,1.4570500000000002,0.0,0.11557999999999999,0.0,0.07782,0.0,0.0,0.06080000000000001,0.14127,0.0,0.0,0.0,0.0041,0.0
CCIS52370277ST-4-0,0.14223,0.0,0.00828,2.73975,0.30923999999999996,37.51603,0.0,0.0,0.0,1.13615,49.07286000000001,0.44968,3.0445800000000003,0.0,0.29379999999999995,0.01202,0.57961,0.0,0.0,2.54261,0.03095,0.0,0.0,0.0,2.12226,0.0
CCIS53043478ST-4-0,4.78599,0.0,0.0,2.52412,1.0792700000000002,44.85303,0.0,0.0,0.40531,0.41931999999999997,39.41114999999999,4.82506,0.70408,0.34421,0.0425,0.0,0.31779999999999997,0.0,0.0,0.27707000000000004,0.01107,0.0,0.0,0.0,0.0,0.0
CCIS53355328ST-4-0,11.99808,0.0,0.0,4.40765,0.5171100000000001,30.752910000000004,0.0,0.0,0.0,1.6469400000000003,43.25118,0.43003,0.00897,0.13280999999999998,0.13264,0.0,0.12268,0.0,0.0,0.06078,0.0,0.0,0.0,0.0,6.53822,0.0
CCIS53557295ST-4-0,0.03358,0.0,0.0,14.45982,0.96314,23.817869999999996,0.0,0.0,0.0,0.39685000000000004,56.83403999999998,0.46251000000000003,0.5589000000000001,0.0,0.13929000000000002,0.0,0.164,0.0,0.0,0.59716,0.0,0.0,0.0,0.0,1.57287,0.0
CCIS54027808ST-4-0,0.08576,0.0,0.17010999999999996,0.9300799999999999,2.02894,20.314180000000004,0.0,0.0,0.05219,28.75526,38.758709999999994,7.20334,1.30388,0.0,0.00295,0.0,0.0,0.0,0.0,0.20794,0.1866,0.0,0.0,0.0,0.0,0.0
CCIS55230578ST-4-0,6.4314,0.0,0.00865,0.57355,1.57147,20.661019999999997,0.01838,0.0,0.04852,5.59723,57.672869999999996,0.02609,3.22274,0.0,0.12725,0.0,0.28874000000000005,0.0,0.0,3.70781,0.03356,0.0,0.0,0.0,0.01066,0.0
CCIS55531770ST-4-0,0.0,0.0,0.0,0.42117,0.19826000000000002,29.687050000000003,0.0,0.0,0.00098,0.51334,68.13804,0.09045,0.46806,0.0,0.0,0.0,0.0,0.029830000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.4528,0.0
CCIS58234805ST-4-0,0.68035,0.0,0.09614,0.24833,0.63906,14.552579999999999,0.0,0.0,1.35354,1.9653799999999997,62.99712999999999,3.7884700000000002,1.53806,7.351509999999999,0.01674,0.0,0.21715,0.0,0.0,0.46975,0.06712,0.01695,0.0,0.0,4.00169,0.0
CCIS59132091ST-4-0,5.33614,0.0,0.033440000000000004,2.8378900000000002,1.2418500000000001,0.5645,0.00918,0.0,0.012270000000000001,4.11879,84.43585000000003,0.10013999999999998,0.01268,0.0,0.0,0.0,0.029669999999999995,0.0,0.0,0.12803,0.0,0.0,0.0,0.0,1.1395899999999999,0.0
CCIS59903910ST-4-0,0.0,0.0,0.08692000000000001,1.10091,0.14090999999999998,17.174300000000002,0.0,0.0,0.17278,7.81722,65.02977000000001,0.38877999999999996,3.9568700000000003,0.01125,0.0,0.0023899999999999998,0.12722,0.004529999999999999,0.0,1.03522,2.9509499999999997,0.0,0.0,0.0,0.0,0.0
CCIS61287323ST-4-0,0.13594,0.0,0.0137,0.010709999999999999,1.06765,22.984740000000002,0.0009699999999999999,0.0,0.031939999999999996,10.136509999999998,36.70046000000001,2.08041,4.30388,0.7474799999999999,0.32477,0.0,0.21345999999999998,0.0077599999999999995,0.0,21.19141,0.0,0.0,0.0,0.0,0.0482,0.0
