SampleID,k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae,k__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanocaldococcaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetales_noname,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Brevibacteriaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Dermatophilaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Microbacteriaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_noname,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae,k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname|f__Candidatus_Saccharibacteria_noname,k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae,k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Brachyspiraceae,k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae,k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae,k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Debaryomycetaceae,k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae,k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetales_noname
CCIS10793554ST-4-0,0.00742,0.0,0.02335,0.0,0.0,0.00392,0.0,0.0,0.02624,0.0,0.013680000000000001,0.19021,9.402569999999999,0.03221,1.7075299999999998,0.0,1.7325500000000003,0.0,0.0,0.0,0.026969999999999997,0.0,0.0009,0.034030000000000005,0.0,0.00137,0.0,8.611160000000002,4.21615,0.017,0.0,0.0,14.149800000000003,43.71574,0.03134,0.0,0.04688,15.551819999999998,0.11341,0.0,0.09537999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14692,0.0,0.0,0.0,0.0,0.0,0.10148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCIS11015875ST-4-0,4.41946,0.0,0.01093,0.0,0.0,0.0,0.0,0.0,0.00488,0.0,7.01816,0.8514799999999999,19.424779999999995,0.72887,6.34863,0.91154,5.3884799999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.00604,0.00101,0.0,0.0,0.031039999999999998,0.44228,0.02458,0.027370000000000002,1.79122,10.037499999999998,6.900729999999999,0.37803000000000003,0.0,0.10754999999999999,23.76407,0.17310999999999999,0.0,1.55185,1.25816,0.0,0.0,0.00662,0.0,0.009009999999999999,0.0039,0.0,2.5305799999999996,0.0,0.0,0.0,0.0,4.65285,0.0,0.0,0.0,0.0,0.00565,0.0,1.1862700000000002,0.0,0.00332,0.0
CCIS11354283ST-4-0,2.5967499999999997,0.0,0.01209,0.0,0.0,0.0,0.0,0.0,0.0006,0.04068,2.8037599999999996,2.1814999999999998,7.49231,0.18507,5.14637,0.052790000000000004,2.9841800000000003,0.0,0.0,0.0,0.00242,0.0,0.0,0.0,0.15728,0.22956000000000001,0.00793,0.7944500000000001,0.23349999999999996,0.0028,0.0,0.0414,19.818740000000002,13.992909999999998,0.53797,0.0,0.16666,36.750080000000004,1.12022,0.006679999999999999,0.0,0.01726,0.0,0.0,0.058929999999999996,0.0,0.0011099999999999999,0.09776,0.0,0.16904,0.0,0.0,0.0,0.0,0.78816,0.0,0.0,0.0,0.0,0.0,0.0,1.5090299999999999,0.0,0.0,0.0
CCIS11558985ST-4-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10325999999999999,59.37997,0.07977000000000001,8.06458,0.0,4.23179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4494100000000001,0.51902,0.0,0.0,0.0,7.486059999999999,6.04256,0.29286,0.0,0.11157999999999998,6.0294799999999995,1.7253600000000002,3.64079,0.00771,0.0,0.0,0.0,0.02087,0.0,0.0,1.65433,0.0,0.11918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0414,0.0,0.0,0.0
CCIS12370844ST-4-0,0.09316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33565,17.58009,0.0,1.7158700000000002,3.71045,0.05097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1192,0.0,0.0,0.0,0.0,1.7060799999999998,5.77163,0.61583,0.0,0.0,26.12881,0.0,0.01084,0.0,41.906240000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25519000000000003,0.0,0.0,0.0
CCIS12656533ST-4-0,13.97543,0.0,0.01093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1368099999999997,1.5796799999999998,9.645279999999998,0.31538,7.00342,0.0,0.62245,0.006229999999999999,0.0,0.0,0.01125,0.0,0.0,0.00474,0.00165,0.15812,0.00213,2.30598,3.37945,0.059969999999999996,0.60701,0.0704,2.2777000000000003,6.683579999999999,0.20718000000000003,0.0,1.6751999999999998,11.125459999999999,6.455050000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23736999999999997,0.0,0.23510000000000003,0.0,0.0,0.0,0.0,0.19305,0.0034,0.0,0.0,0.0,0.0,0.0,29.010640000000002,0.0,0.0,0.0
CCIS13047523ST-4-0,0.00754,0.0,0.00035,0.0,0.0,0.00045999999999999996,0.0,0.0,0.0,0.0,0.021339999999999998,0.11499,23.404669999999996,0.06749,5.45812,0.00993,1.3654600000000001,0.01474,0.0,0.0,0.015250000000000001,0.0,0.00011999999999999999,0.021159999999999998,0.05808000000000001,0.01543,0.22018,1.1801899999999999,1.8570800000000003,0.0019100000000000002,0.01317,0.05332,27.540640000000003,6.418030000000001,0.16204000000000002,0.0,0.06741,30.37897,0.17092000000000002,0.0,0.81556,0.0,0.0,0.0,0.07234,0.0,0.0,0.20359000000000002,0.0,0.18432,0.0,0.0,0.0,0.0,0.08518999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCIS14449628ST-4-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03222,0.0,0.007409999999999999,0.3942,34.97003999999999,0.0,2.6020299999999996,3.44057,6.1908900000000004,0.0,0.0,0.0,0.05923,0.0,0.0,0.045239999999999995,0.0,0.0,0.0,5.735670000000001,1.2646099999999998,0.2429,0.1749,0.07143,2.9464900000000003,7.0812100000000004,0.2007,0.0,4.41528,17.326320000000003,1.57027,0.0,5.5414400000000015,0.10761,0.0,0.0,0.0,0.0,0.0,0.36455,0.0,0.50177,0.043460000000000006,0.0,0.0,0.03216,0.5456099999999999,1.8835000000000002,0.0,0.0,0.0,0.030289999999999997,0.0,0.0,0.3297,1.84834,0.0
CCIS15704761ST-4-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00282,0.0,0.23740999999999998,0.02308,0.040010000000000004,0.0,0.00475,0.00147,0.0,0.0028,0.0,0.0,0.031030000000000002,0.0,0.0,0.01724,0.0,0.07905000000000001,0.0,1.99241,33.40591,0.0,0.0,1.5281399999999998,0.37201,14.995609999999997,2.4809,0.0,2.66474,4.21795,3.03265,26.06431,4.749569999999999,0.07367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3896599999999997,0.0,0.0,0.0,1.39878,0.19035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00366,0.0
CCIS15794887ST-4-0,0.00483,0.0,0.03161,0.0,0.0,0.00413,0.0,0.0,0.04061,0.0,10.233070000000001,3.5650700000000004,10.57052,0.08545,7.067029999999999,6.27426,2.2255799999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.01964,0.00455,0.0,0.0,0.35491,0.007090000000000001,0.00441,0.0,0.0,6.645619999999999,18.37499,0.04214,0.0,0.3042,23.34682,5.7385399999999995,0.0,4.383400000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.40546,0.0,0.0,0.0,0.0,0.0,0.0,0.054720000000000005,0.13154000000000002,0.0798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCIS16326685ST-4-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.42989,3.0972799999999996,21.82977,0.16852999999999999,3.88782,12.24851,0.7713099999999999,0.0,0.0,0.0,0.039060000000000004,0.0,0.0,0.0,0.0,0.01725,0.0,0.46973000000000004,1.20492,0.02365,0.03053,0.0,5.7885599999999995,5.4951799999999995,0.04045,0.0,1.10727,13.20659,1.1917200000000001,4.15316,0.93721,0.0,0.0,0.0,0.04118,0.0,0.0,0.25802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.56245,0.0,0.0,0.0
